,name,year,quarter,sector,Relative Return,금리 변화율,자본금 변화율,1인평균급여 변화율,보유 주식 수 변화율,국제유가 변화율,기초 소유주식 지분율 변화율,Label,Code
4,모토닉,2023,Q4,경기소비재,-0.14646401817030763,0.00757180156657955,0.0,0.10255569792504748,0.02269691512901373,-0.03388722209400741,0.14256281961664397,0.0123775520447868,009680
4,화신,2023,Q4,경기소비재,0.023948836478993027,0.00757180156657955,0.0,-0.03676470588235292,0.16605283462757559,-0.03388722209400741,0.0,-0.10286384503520953,010690
4,현대위아,2023,Q4,경기소비재,0.00259770778010443,0.00757180156657955,0.0,0.15419847328244285,-0.1255637091198366,-0.03388722209400741,0.3330061349693252,-0.05819062057776517,011210
4,현대모비스,2023,Q4,경기소비재,0.017273440100927018,0.00757180156657955,0.0,0.1473684210526316,-0.04270924961351663,-0.03388722209400741,0.003187759005419233,-0.13460224986892455,012330
4,에스원,2023,Q4,경기소비재,-0.09318244698881686,0.00757180156657955,0.0,0.02857142857142847,-0.02722513456790754,-0.03388722209400741,0.0,0.047238957968351515,012750
4,한온시스템,2023,Q4,경기소비재,-0.2832009689684778,0.00757180156657955,0.0,0.05480467255088972,0.23683591304604135,-0.03388722209400741,0.0,-0.034667048053187474,018880
4,대교,2023,Q4,경기소비재,-0.05463245554297086,0.00757180156657955,0.0,0.0219780219780219,-0.06985531071882667,-0.03388722209400741,-0.07692307692307698,-0.003950613797002948,019680
4,한섬,2023,Q4,경기소비재,-0.13490299181612053,0.00757180156657955,0.0,-0.023255521377844035,0.042437819568975854,-0.03388722209400741,0.0,-0.07203196331158042,020000
4,코웨이,2023,Q4,경기소비재,-0.08419632174887393,0.00757180156657955,0.0,0.10581598910717749,0.019171388174748838,-0.03388722209400741,-0.12534860557768912,0.0958327671506026,021240
4,롯데쇼핑,2023,Q4,경기소비재,-0.20080451805087574,0.00757180156657955,0.0,0.06477748373384484,-0.0738266896072789,-0.03388722209400741,0.10526315789473695,-0.05610878565989993,023530
4,삼성물산,2023,Q4,경기소비재,0.3043683746304152,0.00757180156657955,0.0,0.08260869565217388,-0.014583031775992072,-0.03388722209400741,-0.06193962940824871,-0.12791300370953812,028260
4,세종공업,2023,Q4,경기소비재,0.03486446706733724,0.00757180156657955,0.0,0.10948316202217101,-0.018630118593127798,-0.03388722209400741,0.24743618960802194,-0.06194140166156326,033530
4,강원랜드,2023,Q4,경기소비재,0.021748695461052403,0.00757180156657955,-0.5443316227142223,-0.07362687305342797,0.14341059779037146,-0.03388722209400741,0.0,-0.10023142195089471,035250
4,한라홀딩스,2023,Q4,경기소비재,-0.05918162085129282,0.00757180156657955,0.0,0.013452914798206317,-0.10124603248205366,-0.03388722209400741,-0.1250000000000001,-0.06401341293330459,060980
4,S&T모티브,2023,Q4,경기소비재,-0.06883703867537157,0.00757180156657955,0.0,0.1279999999999999,-0.007487512316049494,-0.03388722209400741,0.0,-0.002516592375339438,064960
4,현대백화점,2023,Q4,경기소비재,-0.09406537592792313,0.00757180156657955,0.0,0.0714285714285714,0.003395868420414505,-0.03388722209400741,0.0,-0.04812189164976931,069960
4,금호타이어,2023,Q4,경기소비재,0.054146213218127,0.00757180156657955,0.0,0.023255813953488413,0.029777374031382253,-0.03388722209400741,0.0,0.34575440324195367,073240
4,현대리바트,2023,Q4,경기소비재,-0.16775723237457824,0.00757180156657955,0.0,0.03603603603603611,-0.023783201393812292,-0.03388722209400741,0.0,0.2796667580566886,079430
4,베이직하우스,2023,Q4,경기소비재,-0.3901181250225063,0.00757180156657955,0.0,0.12579498260616373,-0.010435222219004059,-0.03388722209400741,0.11727436161485705,0.10863203718014715,084870
4,LF,2023,Q4,경기소비재,-0.08648764508470742,0.00757180156657955,0.0,0.2706766917293233,-0.14869013648088192,-0.03388722209400741,0.012984293193717189,0.11242984945421906,093050
4,한세실업,2023,Q4,경기소비재,-0.2089563831462501,0.00757180156657955,0.0,0.066268406938224,-0.25456918539012907,-0.03388722209400741,-0.0003529827038476485,0.018754813434009993,105630
4,영원무역,2023,Q4,경기소비재,-0.32383335969031685,0.00757180156657955,0.0,0.17518248175182483,-0.17296090992447788,-0.03388722209400741,0.0,-0.11740459804395488,111770
4,GKL,2023,Q4,경기소비재,-0.3304773561078983,0.00757180156657955,0.0,0.11683980233465419,-0.07663371765153781,-0.03388722209400741,0.0,0.12916254155375093,114090
4,한국타이어,2023,Q4,경기소비재,0.02537526421537871,0.00757180156657955,0.0,0.15037593984962405,0.009653354525316793,-0.03388722209400741,0.11948184131390227,-0.14156129378174886,161390
