,name,year,quarter,sector,Relative Return,금리 변화율,자본금 변화율,1인평균급여 변화율,보유 주식 수 변화율,국제유가 변화율,기초 소유주식 지분율 변화율,Label,Code
8,대교,2022,Q4,경기소비재,0.10892748720312813,0.11445954938682568,0.0,-0.044619422572178435,-0.04954433619034182,-0.12070563315019511,0.1244125939849623,-0.04212243357621947,019680
8,한섬,2022,Q4,경기소비재,-0.0025610501554348755,0.11445954938682568,0.0,0.0856141932311727,-0.11511082951923446,-0.12070563315019511,0.0,0.01419732671902986,020000
8,코웨이,2022,Q4,경기소비재,-0.09228379109716646,0.11445954938682568,0.0,0.026902368824848644,0.058873047242516297,-0.12070563315019511,0.1428571428571428,-0.04274815674428206,021240
8,롯데쇼핑,2022,Q4,경기소비재,-0.0596959442468507,0.11445954938682568,0.0,0.032422702309532925,0.0017623433804589972,-0.12070563315019511,0.2709622310462645,-0.012205086867058443,023530
8,삼성물산,2022,Q4,경기소비재,-0.07638541067999186,0.11445954938682568,0.0,0.1004784688995215,-0.014773500126511463,-0.12070563315019511,-0.06554957111510051,-0.023137648077198036,028260
8,세종공업,2022,Q4,경기소비재,0.09190221673647223,0.11445954938682568,0.0,0.2594346332838824,0.048625681847741964,-0.12070563315019511,0.0,0.41996850497005983,033530
8,강원랜드,2022,Q4,경기소비재,-0.16316983941119673,0.11445954938682568,0.0,-0.04276349882474273,-0.07911236941611854,-0.12070563315019511,0.0,-0.09722541744959796,035250
8,한라홀딩스,2022,Q4,경기소비재,-0.03200931989221556,0.11445954938682568,0.0,0.15544041450777213,0.0025734140684354756,-0.12070563315019511,0.0,0.04639098597599858,060980
8,S&T모티브,2022,Q4,경기소비재,0.06905931342222485,0.11445954938682568,0.0,-0.038461538461538436,-0.09236933544249126,-0.12070563315019511,0.02648013989507869,0.013432648144472314,064960
8,현대백화점,2022,Q4,경기소비재,-0.07868827140159483,0.11445954938682568,0.0,0.09375,-0.011215482589468473,-0.12070563315019511,0.0,-0.05568660044513515,069960
8,금호타이어,2022,Q4,경기소비재,0.02641936837357102,0.11445954938682568,0.0,0.040322580645161255,0.10462853024081076,-0.12070563315019511,0.0,0.43124905149881104,073240
8,현대리바트,2022,Q4,경기소비재,-0.07619375490002152,0.11445954938682568,0.0,0.02777777777777768,-0.009538388323310443,-0.12070563315019511,0.0,-0.0005452806271700195,079430
8,베이직하우스,2022,Q4,경기소비재,0.08429491889029364,0.11445954938682568,-0.7262020427879918,0.2737574116096919,0.05857970709421756,-0.12070563315019511,0.07261710700335255,-0.022015551519772324,084870
8,LF,2022,Q4,경기소비재,0.1289149835255759,0.11445954938682568,0.0,-0.125,-0.10569341363767037,-0.12070563315019511,0.01464057287350462,-0.004848523634551752,093050
8,한세실업,2022,Q4,경기소비재,0.04649242226806319,0.11445954938682568,0.0,-0.004030302409301134,0.024851711535120113,-0.12070563315019511,0.30000000000000004,0.05831807565244887,105630
8,영원무역,2022,Q4,경기소비재,-0.04692763550207138,0.11445954938682568,0.0,0.09600000000000009,0.2134376401144269,-0.12070563315019511,0.12477828143476555,-0.018533018685330617,111770
8,GKL,2022,Q4,경기소비재,0.2178161154878016,0.11445954938682568,0.0,0.022367165626515195,-0.023462119616210586,-0.12070563315019511,0.0,-0.06650151755693606,114090
8,한국타이어,2022,Q4,경기소비재,0.0014299127151808574,0.11445954938682568,0.0,-0.014814814814814836,-0.003186359291603935,-0.12070563315019511,0.1428571428571428,0.03240137810348083,161390
