date,code,score,return
2022-04-16,3550,1,0.025991792065663377
2022-05-17,3550,1,0.03585657370517925
2022-06-17,3550,1,-0.02692307692307694
2022-07-17,3550,1,0.10169491525423724
2022-08-17,3550,-1,-0.044917257683215084
2022-09-17,3550,1,-0.011278195488721776
2022-10-17,3550,-1,0.057034220532319324
2022-11-15,3550,1,-0.05757931844888364
2022-12-15,3550,-1,0.021197007481296826
2023-01-15,3550,-1,-0.00614250614250611
2023-02-15,3550,-1,0.09517923362175518
2023-03-15,3550,1,-0.07900677200902939
2023-04-01,3550,1,0.05048076923076916
2023-05-01,3550,-1,-0.0022573363431150906
2023-05-16,3550,-1,0.009101251422070522
2023-06-16,3550,1,-0.015783540022547893
2023-07-16,3550,1,-0.04634994206257237
2023-08-15,3550,1,0.054054054054053946
2023-09-15,3550,-1,-0.03146853146853146
2023-10-15,3550,-1,-0.023866348448687402
2023-11-15,3550,-1,0.03677342823250296
2023-12-15,3550,1,-0.1189931350114416
2024-01-15,3550,1,0.2012987012987013
2024-02-15,3550,-1,0.025945945945945903
2024-03-15,3550,-1,-0.0611169652265543
2024-03-22,3550,-1,-0.12610619469026552
2024-04-22,3550,-1,0.018987341772152
2024-05-17,3550,-1,-0.007407407407407418
2024-06-17,3550,-1,0.01243781094527363
2024-07-17,3550,1,-0.027027027027026973
2024-08-15,3550,1,0.04347826086956519
2024-09-15,3550,-1,-0.0650118203309693
2024-10-15,3550,1,-0.06447534766118834
2024-11-15,3550,1,0.08683473389355734
2024-12-15,3550,1,-0.057441253263707526
2025-01-15,3550,-1,-0.03185595567867039
2025-02-15,3550,-1,-0.03299856527977041
2025-03-15,3550,-1,0.020408163265306145
2021-03-24,3570,-1,0.02684563758389258
2021-04-24,3570,-1,0.08776266996291726
2021-05-18,3570,-1,0.10426008968609857
2021-06-18,3570,-1,0.10152284263959399
2021-07-18,3570,-1,-0.05990783410138245
2021-08-18,3570,-1,0.013039117352056095
2021-09-18,3570,-1,-0.09547738693467334
2021-10-18,3570,-1,0.01333333333333342
2021-11-16,3570,-1,-0.03493449781659386
2021-12-16,3570,-1,0.03506787330316752
2022-01-16,3570,-1,-0.09398907103825138
2022-02-16,3570,-1,0.00965018094089265
2022-03-16,3570,-1,-0.009557945041816063
2022-04-16,3570,-1,0.0455635491606714
2022-05-17,3570,-1,-0.07199100112485934
2022-06-17,3570,-1,-0.2024242424242424
2022-07-17,3570,-1,0.4144144144144144
2022-08-17,3570,-1,0.011603375527426074
2022-09-17,3570,-1,-0.09345794392523366
2022-10-17,3570,-1,0.004581901489117968
2022-11-15,3570,-1,0.06849315068493156
2022-12-15,3570,-1,0.03205128205128216
2023-01-15,3570,-1,0.006295907660021083
2023-02-15,3570,-1,-0.051094890510948954
2023-03-15,3570,-1,-0.05054945054945059
2023-04-01,3570,-1,0.056321839080459846
2023-05-01,3570,-1,0.016632016632016633
2023-05-16,3570,-1,0.00591715976331364
2023-06-16,3570,-1,0.02941176470588225
2023-07-16,3570,-1,-0.033099297893681046
2023-08-15,3570,-1,0.22083333333333344
2023-09-15,3570,-1,-0.013651877133105783
2023-10-15,3570,-1,0.1637478108581436
2023-11-15,3570,1,0.11249086924762608
2023-12-15,3570,1,-0.0393959290873277
2024-01-15,3570,-1,0.10184552289815452
2024-02-15,3570,-1,0.0390818858560793
2024-03-15,3570,-1,-0.022089552238805932
2024-03-22,3570,-1,-0.05523255813953487
2024-04-22,3570,1,0.020923076923076822
2024-05-17,3570,-1,0.17001828153564902
2024-06-17,3570,-1,0.09114583333333326
2024-07-17,3570,-1,0.15513126491646778
2024-08-15,3570,1,-0.12552301255230125
2024-09-15,3570,1,0.1875
2024-10-15,3570,-1,-0.04483430799220278
2024-11-15,3570,-1,-0.22631578947368425
2024-12-15,3570,-1,0.10333692142088258
2025-01-15,3570,-1,0.42926829268292677
2025-02-15,3570,-1,0.18813559322033901
2025-03-15,3570,-1,-0.06934812760055475
2021-03-24,4710,-1,0.11442786069651745
2021-04-24,4710,-1,-0.15475113122171946
2021-05-18,4710,-1,-0.012318029115341522
2021-06-18,4710,-1,-0.007936507936507908
2021-07-18,4710,-1,-0.09321058688147299
2021-08-18,4710,-1,-0.027814569536423805
2021-09-18,4710,-1,-0.04993065187239942
2021-10-18,4710,-1,-0.07299270072992703
2021-11-16,4710,-1,0.1929555895865238
2021-12-16,4710,1,-0.03465982028241332
2022-01-16,4710,-1,-0.0885200553250346
2022-02-16,4710,-1,-0.02124430955993928
2022-03-16,4710,-1,0.04961240310077519
2022-04-16,4710,-1,-0.03703703703703709
2022-05-17,4710,-1,-0.08702290076335872
2022-06-17,4710,-1,-0.13377926421404684
2022-07-17,4710,-1,0.18525519848771266
2022-08-17,4710,-1,-0.09692307692307689
2022-09-17,4710,-1,-0.18333333333333335
2022-10-17,4710,-1,0.1686358754027928
2022-11-15,4710,-1,0.029197080291970767
2022-12-15,4710,-1,-0.015957446808510634
2023-01-15,4710,-1,0.09549549549549541
2023-02-15,4710,-1,-0.08059210526315785
2023-03-15,4710,-1,0.10196779964221814
2023-04-01,4710,-1,-0.040983606557377095
2023-05-01,4710,-1,0.04538341158059467
2023-05-16,4710,-1,0.22058823529411775
2023-06-16,4710,-1,-0.07469879518072287
2023-07-16,4710,-1,-0.14102564102564108
2023-08-15,4710,-1,0.04517133956386288
2023-09-15,4710,-1,-0.0745156482861401
2023-10-15,4710,-1,0.052980132450331174
2023-11-15,4710,-1,0.00907715582450841
2023-12-15,4710,-1,0.020989505247376306
2024-01-15,4710,-1,0.011747430249632984
2024-02-15,4710,-1,-0.07692307692307687
2024-03-15,4710,-1,-0.00786163522012584
2024-03-22,4710,-1,-0.12140575079872207
2024-04-22,4710,-1,0.08545454545454545
2024-05-17,4710,-1,-0.03236797274275982
2024-06-17,4710,-1,-0.040492957746478875
2024-07-17,4710,-1,-0.1119266055045871
2024-08-15,4710,-1,-0.08577194752774975
2024-09-15,4710,-1,-0.009944751381215422
2024-10-15,4710,-1,-0.1417410714285714
2024-11-15,4710,-1,0.0012820512820512775
2024-12-15,4710,-1,0.044191919191919116
2025-01-15,4710,-1,-0.0012091898428052694
2025-02-15,4710,-1,-0.005995203836930418
2025-03-15,4710,-1,0.010739856801909253
2021-03-24,5930,-1,0.022222222222222143
2021-04-24,5930,-1,-0.04071856287425146
2021-05-18,5930,1,0.011306532663316604
2021-06-18,5930,1,-0.008695652173912993
2021-07-18,5930,-1,-0.0582278481012658
2021-08-18,5930,-1,0.044654939106901326
2021-09-18,5930,1,-0.09302325581395354
2021-10-18,5930,-1,0.005698005698005604
2021-11-16,5930,-1,0.09116409537166903
2021-12-16,5930,1,-0.006426735218509005
2022-01-16,5930,-1,-0.03483870967741931
2022-02-16,5930,1,-0.05882352941176472
2022-03-16,5930,-1,-0.04119318181818177
2022-04-16,5930,-1,-0.0029985007496251548
2022-05-17,5930,1,-0.11538461538461542
2022-06-17,5930,1,0.0033444816053511683
2022-07-17,5930,-1,-0.02746365105008075
2022-08-17,5930,1,-0.06953642384105962
2022-09-17,5930,-1,0.0035460992907800915
2022-10-17,5930,-1,0.11130742049469955
2022-11-15,5930,1,-0.049679487179487225
2022-12-15,5930,1,0.025295109612141653
2023-01-15,5930,-1,0.018003273322422242
2023-02-15,5930,1,-0.03858520900321538
2023-03-15,5930,1,0.05685618729096986
2023-04-01,5930,-1,0.03803486529318545
2023-05-01,5930,-1,-0.0243531202435312
2023-05-16,5930,-1,0.09785932721712531
2023-06-16,5930,-1,0.022284122562674202
2023-07-16,5930,-1,-0.07912687585266032
2023-08-15,5930,1,0.07462686567164178
2023-09-15,5930,1,-0.05555555555555558
2023-10-15,5930,-1,0.04606240713224374
2023-11-15,5930,-1,0.015235457063711877
2023-12-15,5930,-1,0.008185538881309684
2024-01-15,5930,-1,-0.012178619756427644
2024-02-15,5930,-1,-0.009589041095890427
2024-03-15,5930,-1,0.0636237897648686
2024-03-22,5930,-1,-0.03548795944233207
2024-04-22,5930,-1,0.028909329829172048
2024-05-17,5930,-1,0.009043927648578753
2024-06-17,5930,-1,0.11011523687580027
2024-07-17,5930,1,-0.12226066897347176
2024-08-15,5930,-1,-0.19700748129675816
2024-09-15,5930,-1,-0.033280507131537296
2024-10-15,5930,-1,-0.17049180327868851
2024-11-15,5930,-1,0.04859813084112141
2024-12-15,5930,-1,-0.03417266187050361
2025-01-15,5930,-1,0.04283054003724396
2025-02-15,5930,-1,-0.023214285714285743
2025-03-15,5930,-1,0.04513888888888884
2021-03-24,6260,-1,0.06940063091482651
2021-04-24,6260,-1,0.012784090909090828
2021-05-18,6260,-1,-0.03387533875338755
2021-06-18,6260,1,-0.012622720897615736
2021-07-18,6260,-1,0.0014450867052022698
2021-08-18,6260,-1,-0.008823529411764675
2021-09-18,6260,1,-0.0015082956259426794
2021-10-18,6260,1,-0.11631419939577037
2021-11-16,6260,-1,-0.06260869565217386
2021-12-16,6260,1,0.0575139146567718
2022-01-16,6260,-1,-0.12613430127041747
2022-02-16,6260,-1,0.06749740394600212
2022-03-16,6260,-1,0.1556420233463034
2022-04-16,6260,-1,0.008431703204047292
2022-05-17,6260,1,0.034653465346534684
2022-06-17,6260,1,-0.17384370015948958
2022-07-17,6260,-1,0.19354838709677424
2022-08-17,6260,-1,-0.015552099533437058
2022-09-17,6260,-1,-0.02110389610389607
2022-10-17,6260,1,0.14427860696517403
2022-11-15,6260,1,0.032352941176470695
2022-12-15,6260,1,0.002849002849002913
2023-01-15,6260,-1,-0.044797687861271696
2023-02-15,6260,-1,0.08774583963691374
2023-03-15,6260,-1,0.09179415855354667
2023-04-01,6260,-1,0.1428571428571428
2023-05-01,6260,-1,0.00216216216216214
2023-05-16,6260,1,0.0862068965517242
2023-06-16,6260,1,-0.03703703703703709
2023-07-16,6260,1,0.35465116279069764
2023-08-15,6260,1,-0.1982055464926591
2023-09-15,6260,1,-0.07833163784333674
2023-10-15,6260,1,-0.14141414141414144
2023-11-15,6260,1,0.14612452350698857
2023-12-15,6260,1,-0.11197339246119731
2024-01-15,6260,-1,0.13607990012484406
2024-02-15,6260,-1,0.1439560439560439
2024-03-15,6260,-1,0.009606147934678289
2024-03-22,6260,1,0.14556962025316467
2024-04-22,6260,-1,0.1902131018153117
2024-05-17,6260,1,-0.1215568862275449
2024-06-17,6260,1,-0.07634628493524198
2024-07-17,6260,-1,-0.1793357933579336
2024-08-15,6260,-1,-0.12382578992314264
2024-09-15,6260,1,0.1574585635359116
2024-10-15,6260,-1,-0.20365950676213207
2024-11-15,6260,-1,0.06981981981981988
2024-12-15,6260,-1,0.07157676348547715
2025-01-15,6260,1,0.1568247821878026
2025-02-15,6260,-1,0.07431874483897616
2025-03-15,6260,-1,0.013147082990961456
2021-03-24,6400,1,0.05511785692455673
2021-04-24,6400,1,-0.09143684780884531
2021-05-18,6400,-1,0.06814683158267898
2021-06-18,6400,1,0.11127528536010223
2021-07-18,6400,1,0.09959706964742554
2021-08-18,6400,1,-0.08690142946824608
2021-09-18,6400,1,-0.03556791998580355
2021-10-18,6400,1,0.06524750151401437
2021-11-16,6400,1,-0.10131641724849305
2021-12-16,6400,-1,-0.052708399695519104
2022-01-16,6400,1,-0.15756740391357005
2022-02-16,6400,-1,-0.077777168289901
2022-03-16,6400,-1,0.24498008442072527
2022-04-16,6400,1,-0.019966077382995828
2022-05-17,6400,1,-0.05922144180515998
2022-06-17,6400,-1,-0.014388013418034973
2022-07-17,6400,1,0.14102463371196805
2022-08-17,6400,-1,-0.042925507988652356
2022-09-17,6400,1,-0.004934044740714905
2022-10-17,6400,1,0.2347095717650236
2022-11-15,6400,1,-0.07381516334848393
2022-12-15,6400,-1,-0.05112916380593402
2023-01-15,6400,-1,0.16346273464764383
2023-02-15,6400,-1,0.011018911671436094
2023-03-15,6400,-1,-0.017711971723187836
2023-04-01,6400,-1,-0.07248357849622766
2023-05-01,6400,-1,-0.0499997811251045
2023-05-16,6400,1,0.08345777562635948
2023-06-16,6400,1,-0.015131568779794269
2023-07-16,6400,-1,-0.0892085569670854
2023-08-15,6400,-1,-0.03327679563832642
2023-09-15,6400,-1,-0.09466472579981644
2023-10-15,6400,-1,-0.18871752682210474
2023-11-15,6400,1,0.008918323100187697
2023-12-15,6400,-1,-0.11602168790010203
2024-01-15,6400,-1,-0.03500139168005145
2024-02-15,6400,-1,0.10103835345297507
2024-03-15,6400,-1,0.06588253955283596
2024-03-22,6400,1,-0.10793721478708063
2024-04-22,6400,-1,0.04033325094144846
2024-05-17,6400,-1,-0.11601017150792847
2024-06-17,6400,-1,-0.06561736785242256
2024-07-17,6400,1,-0.11376475820218912
2024-08-15,6400,-1,0.13884568806169928
2024-09-15,6400,-1,-0.05645249862712798
2024-10-15,6400,-1,-0.27208124781748344
2024-11-15,6400,-1,0.0567975104731675
2024-12-15,6400,-1,-0.11977008369419573
2025-01-15,6400,-1,-0.07775561889466398
2025-02-15,6400,-1,-0.12801946979250522
2025-03-15,6400,-1,0.06355448025020527
2021-03-24,8060,-1,0.09251101321585908
2021-04-24,8060,-1,-0.03087248322147651
2021-05-18,8060,-1,0.2598314606741574
2021-06-18,8060,-1,-0.0958751393534002
2021-07-18,8060,-1,-0.06557377049180324
2021-08-18,8060,-1,0.009615384615384581
2021-09-18,8060,-1,0.009655172413793212
2021-10-18,8060,-1,0.07786885245901631
2021-11-16,8060,1,0.020176544766708604
2021-12-16,8060,1,-0.034610630407911014
2022-01-16,8060,-1,-0.09911054637865313
2022-02-16,8060,-1,0.042313117066290484
2022-03-16,8060,-1,0.0541271989174561
2022-04-16,8060,1,-0.035175879396984966
2022-05-17,8060,1,-0.1290743155149935
2022-06-17,8060,-1,-0.058383233532934176
2022-07-17,8060,-1,0.03703703703703698
2022-08-17,8060,1,-0.011922503725782407
2022-09-17,8060,1,-0.08898944193061842
2022-10-17,8060,-1,0.054635761589403975
2022-11-15,8060,-1,0.0457317073170731
2022-12-15,8060,-1,-0.07580174927113703
2023-01-15,8060,-1,0.057098765432098686
2023-02-15,8060,-1,-0.03795620437956204
2023-03-15,8060,-1,0.01669195751138086
2023-04-01,8060,-1,-0.043543543543543506
2023-05-01,8060,-1,0.006240249609984483
2023-05-16,8060,-1,0.053291536050156685
2023-06-16,8060,-1,0.022321428571428603
2023-07-16,8060,-1,-0.027737226277372296
2023-08-15,8060,-1,0.0015455950540959051
2023-09-15,8060,-1,-0.03395061728395066
2023-10-15,8060,-1,0.006430868167202508
2023-11-15,8060,-1,0.020472440944881987
2023-12-15,8060,-1,-0.01851851851851849
2024-01-15,8060,-1,0.04874213836477992
2024-02-15,8060,-1,-0.0014992503748125774
2024-03-15,8060,-1,0.0015015015015014122
2024-03-22,8060,-1,-0.08779761904761907
2024-04-22,8060,-1,0.029363784665579207
2024-05-17,8060,-1,0.03164556962025311
2024-06-17,8060,1,-0.0030674846625766694
2024-07-17,8060,-1,-0.05076923076923079
2024-08-15,8060,-1,-0.0032051282051281937
2024-09-15,8060,-1,-0.001612903225806428
2024-10-15,8060,-1,0.03877221324717284
2024-11-15,8060,-1,0.0343213728549141
2024-12-15,8060,-1,0.016491754122938573
2025-01-15,8060,1,0.04277286135693226
2025-02-15,8060,1,0.0
2025-03-15,8060,-1,-0.0013986013986013734
2021-03-24,9150,-1,0.034852546916890104
2021-04-24,9150,-1,-0.1476683937823834
2021-05-18,9150,-1,0.08181818181818179
2021-06-18,9150,1,0.05602240896358546
2021-07-18,9150,1,-0.024456521739130488
2021-08-18,9150,1,-0.005571030640668551
2021-09-18,9150,1,-0.09322033898305082
2021-10-18,9150,-1,0.024922118380062308
2021-11-16,9150,1,0.08682634730538918
2021-12-16,9150,1,0.03581267217630857
2022-01-16,9150,1,-0.09239130434782605
2022-02-16,9150,-1,-0.06886227544910184
2022-03-16,9150,1,0.022508038585209
2022-04-16,9150,-1,0.022292993630573354
2022-05-17,9150,1,-0.1331269349845201
2022-06-17,9150,1,-0.0071428571428571175
2022-07-17,9150,-1,-0.021428571428571463
2022-08-17,9150,1,-0.04379562043795615
2022-09-17,9150,-1,-0.07003891050583655
2022-10-17,9150,-1,0.18410041841004188
2022-11-15,9150,-1,-0.020979020979020935
2022-12-15,9150,-1,0.02857142857142847
2023-01-15,9150,-1,-0.04026845637583898
2023-02-15,9150,-1,0.04685314685314679
