,name,year,quarter,sector,Relative Return,Relative Return,매출액 변화율,비유동자산 변화율,비유동부채 변화율,영업이익 변화율,이익잉여금 변화율,Label,Code
15,오뚜기,2021,Q1,생활소비재,-0.07908392736314421,-0.07908392736314421,0.08125254125336467,0.002870955682753973,0.1863370080731146,0.7425709842091932,0.004934930675029925,-0.029869950552728612,007310
15,한국전력,2021,Q1,생활소비재,-0.05075691865340839,-0.05075691865340839,0.02265332840249945,0.003595747856939946,-0.036985523275656185,-1.7990678375162508,-0.03231943182354691,0.04957058856134358,015760
15,KT&G,2021,Q1,생활소비재,-0.012914284177773988,-0.012914284177773988,-0.20834968508958662,0.016359043270211204,0.024115208279349876,-0.3181719636650375,-0.7768003265466302,0.0031230264196103388,033780
15,무학,2021,Q1,생활소비재,0.3235567241577195,0.3235567241577195,-0.08714999459988981,0.13474442132469733,-0.7253015050422221,-0.14765209631456455,-0.01730222639915846,-0.15574399296032132,033920
15,한국가스공사,2021,Q1,생활소비재,-0.04035423304469289,-0.04035423304469289,0.4502037139802888,0.018236800938084885,0.022455113509911362,1.6892143777569162,0.09973565762544401,0.09940946171293275,036460
15,팜스코,2021,Q1,생활소비재,0.10839639010048922,0.10839639010048922,-0.04443926147496213,0.010330511602304027,0.08421725590664098,0.7126019568685471,0.05651625344003741,-0.2166021556271689,036580
15,동원F&B,2021,Q1,생활소비재,0.2668354660382567,0.2668354660382567,0.24519948301950367,0.020057537353956212,0.0001781130810678544,2.4161925510661666,-0.5600527866922826,-0.1486763234859093,049770
15,LG생활건강,2021,Q1,생활소비재,-0.03447530896059896,-0.03447530896059896,0.18528568661721767,0.004083353784903876,-0.07813193156969489,0.9929714523731434,0.004035692883079589,-0.036618854081269324,051900
15,에이블씨엔씨,2021,Q1,생활소비재,0.0005029002568398416,0.0005029002568398416,-0.12200114956988883,0.0032910298742383493,-0.11618782951461648,-0.5023890153693319,3.026421432804826,0.054257307331902246,078520
15,아모레퍼시픽,2021,Q1,생활소비재,0.2622404628831451,0.2622404628831451,0.2940359262074037,-0.013906781224763853,-0.01353228692042241,-3.6655085762259945,0.0144297559054547,-0.2256494374089349,090430
15,CJ제일제당,2021,Q1,생활소비재,0.0818562482202176,0.0818562482202176,0.13349603526777765,0.01842641719557281,-0.12377824887160815,5.171263053389162,0.0003231099146889793,-0.03434787444549347,097950
15,락앤락,2021,Q1,생활소비재,-0.07800188931645774,-0.07800188931645774,0.08205358480964131,-0.03971452919938934,-0.07005827417850585,4.463382987509258,-0.01802706146864419,-0.08601551596914475,115390
15,이마트,2021,Q1,생활소비재,-0.16292130221505222,-0.16292130221505222,0.05133700347609471,0.019448856696654637,-0.10117222193659903,0.33853156946567653,0.036830038075980065,0.14626379952098725,139480
15,삼양사,2021,Q1,생활소비재,0.09744476201886051,0.09744476201886051,0.015071967392474628,0.04014610575105437,-0.2179140942144392,-15.01373182552504,0.07612192320540334,-0.026595768754540276,145990
15,한국콜마,2021,Q1,생활소비재,-0.014782509804534032,-0.014782509804534032,0.8222273812225489,0.002835289610345404,-0.4252195624355607,19.935798703053507,0.013725742950276398,-0.12698568081228848,161890
15,코스맥스,2021,Q1,생활소비재,-0.009025001139176796,-0.009025001139176796,0.03368768740825767,0.03481943756499084,-0.03351887991391078,-0.07994416258643078,0.17669737331093294,0.11774017483888313,192820
