,name,year,quarter,sector,Relative Return,국제유가 변화율,법인세차감전 순이익 변화율,비유동자산 변화율,자본총계 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
5,LG디스플레이,2023,Q3,정보기술,-0.014785660795847602,0.106533304958502,-5.356197807662819,0.014647500773481648,-0.10018290972058619,-0.6076178919831854,-0.07310625745942279,-0.2226266835274046,034220
5,SK,2023,Q3,정보기술,0.07693036277428286,0.106533304958502,-1.1521040015695774,0.011185537492520492,-0.0024003029229469064,0.7518985958586024,0.016478001830337652,0.061618743903792364,034730
5,한국가스공사,2023,Q3,생활소비재,-0.039048603936852,0.106533304958502,0.5072553425225068,0.016921216760542368,-0.037560478320813995,1.2174237050407242,0.08167884352780663,0.07310244983494102,036460
5,팜스코,2023,Q3,생활소비재,-0.188075508663744,0.106533304958502,-0.5547023275400906,0.0026889326148487047,0.0201563702162868,0.17929588104426775,-0.04905456142051656,-0.05737346969145729,036580
5,한미반도체,2023,Q3,정보기술,0.2881108767356645,0.106533304958502,-0.497312269097401,0.08832969134773272,0.030624813718492794,-0.6735055770191849,0.0036579383627191042,0.6037712706747602,042700
5,동원F&B,2023,Q3,생활소비재,0.18256459923126583,0.106533304958502,4.520515888909837,0.07921191388774163,0.0390234182278788,2.6823477144057115,0.6905977322918218,-0.10548364003736209,049770
5,LG생활건강,2023,Q3,생활소비재,-0.3125996810207337,0.106533304958502,0.1935363976253459,0.0013607178162402533,0.014007653190733604,0.09018903295291825,-0.030087257281666724,-0.061355011607819664,051900
5,LG전자,2023,Q3,정보기술,0.03252759019836282,0.106533304958502,0.23147601678916407,0.014015125193818534,0.05729544983502155,0.3084659920557933,0.08303582351056815,-0.14275481060984133,066570
5,에이블씨엔씨,2023,Q3,생활소비재,-0.09271437782076081,0.106533304958502,0.626586744887009,0.07271219910883087,-0.24673410934641293,-0.3047490090561664,0.17775325639038964,-0.2982381018225726,078520
5,아모레퍼시픽,2023,Q3,생활소비재,0.06293073325997384,0.106533304958502,2.189060990258262,-0.005316234191624636,0.005793510039429961,1.3806878682153263,-0.0290088394013428,-0.26327996349326727,090430
5,CJ제일제당,2023,Q3,생활소비재,0.04023788741864315,0.106533304958502,1.5190945683316381,-0.005343025848300598,0.0049151251508656735,1.5585622616929609,-0.1428382634764973,-0.15498298769793922,097950
5,락앤락,2023,Q3,생활소비재,0.08561540590786357,0.106533304958502,-0.8611723333909025,-0.004833656559076305,0.007536000274334986,4.074660700644694,0.006338727305879699,-0.07752359056629987,115390
5,이마트,2023,Q3,생활소비재,0.017565706024964257,0.106533304958502,-2.432257268253843,-0.007117239914996243,0.013659210396710142,-5.270005743531652,0.10484667329970554,-0.21079048303497394,139480
5,삼양사,2023,Q3,생활소비재,0.10181730431730429,0.106533304958502,0.5668046669175761,0.029773787100686233,0.04658344361238842,-0.2584289975594324,0.02032275206054046,-0.005154027210595033,145990
5,한국콜마,2023,Q3,생활소비재,-0.1547298079252967,0.106533304958502,-0.6074550384469486,-0.005994014951709481,0.014936858102511108,-0.6230760614525372,-0.4442227980458321,-0.16096412686321465,161890
5,코스맥스,2023,Q3,생활소비재,0.06628857327181348,0.106533304958502,0.30806854173049825,0.020402422363093198,0.02144160934218986,-0.1497641901501251,-0.02144870899872653,-0.25592196344361595,192820
