,name,year,quarter,sector,Relative Return,부채총계 변화율,소비자물가지수 변화율,영업이익 변화율,비유동부채 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,Label,Code
20,아이에스동서,2019,Q4,건설,-0.17896627382970062,0.11567569886660256,5.380260221408914,0.6376827370268223,0.09121442366191768,0.135536915222785,0.019625622156286937,0.045258181323962005,010780
20,S-Oil,2019,Q4,에너지_화학,-0.2426284406694376,-0.059095160914781064,5.380260221408914,-0.9581107175947975,0.017124124784668293,0.000741401798585839,0.0072388751770315896,0.06550201485278453,010950
20,롯데케미칼,2019,Q4,에너지_화학,-0.04955822470702606,-0.06961128962201757,5.380260221408914,-0.5944195371734937,0.1035961236561802,-2.462030414071519,-0.015113639242177679,-0.003038084516126832,011170
20,금호석유,2019,Q4,에너지_화학,-0.02769505733276595,-0.05231325618144789,5.380260221408914,-0.5847561321937396,0.062467961740859446,-0.5317679830783337,0.02430019925583804,0.11732794690520851,011780
20,SKC,2019,Q4,에너지_화학,0.02243326730435377,-0.014283569208875191,5.380260221408914,-2.2811881793270317,-0.09011966702134622,-3.446723755073019,-0.03062240916481407,0.2387315211667922,011790
20,현대산업,2019,Q4,건설,-0.17061323994475183,0.04673238011298464,5.380260221408914,0.06106434882235212,-0.08711388167791234,-0.8523193389903189,0.0007530051657167469,0.10521536138704882,012630
20,한솔케미칼,2019,Q4,에너지_화학,0.009274551997223518,0.0265900854759189,5.380260221408914,-0.46930440082281955,0.004917281705040466,-0.5390786776423966,0.01937711495313632,0.06965238048735697,014680
20,동원시스템즈,2019,Q4,에너지_화학,-0.2702312128901668,-0.06437073266630589,5.380260221408914,-0.9588787145810919,-0.007333760606592077,-1.5119458536626476,-0.02120521146336307,0.2760968690493155,014820
20,유니드,2019,Q4,에너지_화학,-0.1105350100648009,-0.12381572366742155,5.380260221408914,-1.1866906027648785,-0.016780417014491178,-1.0803564298540869,0.00113287950806229,0.10676047754071721,014830
20,남해화학,2019,Q4,에너지_화학,-0.1469837030236004,0.23893730565256366,5.380260221408914,1.948327711453481,0.31922357258192213,2.9651298862748314,-0.0021847837760211597,0.22523649263234496,025860
20,삼성엔지니어링,2019,Q4,건설,-0.28822258584463334,0.03159468541941246,5.380260221408914,-0.22214399951629793,-0.20972076258822314,-0.019368214227633462,0.018109718003560538,0.010193831290781913,028050
20,대우건설,2019,Q4,건설,-0.23804152742724724,0.03818105573854469,5.380260221408914,-2.08254616997311,-0.03603333517192153,-3.9459858004696966,-3.53314438573255,0.16589919200891362,047040
20,LG화학,2019,Q4,에너지_화학,0.12656886761095262,0.043036013512766536,5.380260221408914,-1.5913997665287063,-0.04120753557242329,-2.5953062921555947,-0.018050794231327827,0.06669398553537798,051910
20,한전기술,2019,Q4,건설,-0.09866332749184156,-0.02661085546062958,5.380260221408914,-7.991620965373804,-0.7657795177618208,-8.7743426454342,0.0714101381753749,0.03641661685594744,052690
20,휴켐스,2019,Q4,에너지_화학,-0.1877437238460887,0.20515603315491138,5.380260221408914,-0.6063216414712413,-0.02727784486624285,-0.7684576101246638,0.0009004511315717778,0.11028201138921201,069260
20,GS,2019,Q4,에너지_화학,-0.06119148290974841,-0.05171327727395436,5.380260221408914,0.030233545647558424,0.008255529717427823,0.20815168863910927,0.0045101706257653085,-0.11031486643504339,078930
20,휴비스,2019,Q4,에너지_화학,-0.21726767868282962,-0.008445621620606136,5.380260221408914,-89.73173549691855,-0.16602478668541398,-593.5720146940665,-0.01414337319143566,0.33215682783395567,079980
20,후성,2019,Q4,에너지_화학,-0.05693400304658763,-0.023881146303407097,5.380260221408914,-0.46804375011901633,-0.025795411721909467,-1.3421178354554597,-0.02685982627051553,0.11608133988801739,093370
20,SK이노베이션,2019,Q4,에너지_화학,-0.27427566545257964,0.14579497446787726,5.380260221408914,1.694024396961472,-0.018169168503589406,7.400081956883332,-0.055550463321490606,0.005144453465299001,096770
20,LG하우시스,2019,Q4,건설,-0.22093328285553318,-0.10558348429142594,5.380260221408914,-0.9695669137729224,-0.15653263357842073,-5.883596837944664,-0.1646601675671443,0.4879588246481552,108670
20,코오롱인더,2019,Q4,에너지_화학,-0.3212230539363793,-0.030346625318426246,5.380260221408914,-0.38793123614499514,-0.020685590263913145,-3.7398733351315396,-0.09368393963615751,0.10121253522329438,120110
