,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,영업이익 변화율,비유동자산 변화율,매출액 변화율,Label,Code
21,삼성엔지니어링,2019,Q3,건설,0.125318552108097,-0.10146539633409102,1.1928456382467814,0.019843263040230985,-0.0037297745203619392,0.007910382597994703,-0.28822258584463334,028050
21,KT&G,2019,Q3,생활소비재,-0.11894934333958712,-0.10146539633409102,0.5153783380156587,-0.16188095292533833,0.05516663000035327,-0.10973648063488706,-0.01591734657680033,033780
21,무학,2019,Q3,생활소비재,-0.24388159266208032,-0.10146539633409102,-0.010904308075077251,-0.028968518659858167,-0.03493333549312505,-0.17511044354973404,-0.32663101649444326,033920
21,한국가스공사,2019,Q3,생활소비재,-0.07251407129455897,-0.10146539633409102,-0.07433913497733058,-2.138109274699902,0.028593474725793433,-0.08629889389593237,-0.30315210554670446,036460
21,팜스코,2019,Q3,생활소비재,-0.050135660412831504,-0.10146539633409102,-0.01812210369324818,-0.011074186386846985,0.04566112789923649,-0.010916997300108977,-0.2482487603265782,036580
21,대우건설,2019,Q3,건설,0.09272467226276866,-0.10146539633409102,-22.894710350654474,0.11815840346615825,-0.03604867909939358,-0.08919844545583289,-0.23804152742724724,047040
21,동원F&B,2019,Q3,생활소비재,-0.12204010468434175,-0.10146539633409102,0.8393374186472,3.1286943843483828,0.12449545288815145,0.26587708443436586,-0.08686428611843175,049770
21,LG생활건강,2019,Q3,생활소비재,-0.07488168674430822,-0.10146539633409102,0.0588657941872468,0.1329012979345885,0.06634372751062467,0.08702416770775412,0.07819199737112377,051900
21,한전기술,2019,Q3,건설,0.026967346164386577,-0.10146539633409102,-0.006627303422144237,-1.7025910347047553,0.010303840481905802,-0.18043048181301535,-0.09866332749184156,052690
21,에이블씨엔씨,2019,Q3,생활소비재,-0.10865373807938705,-0.10146539633409102,-0.044767026079388206,-16.579927799933067,-0.008066237277941757,-0.20024719007404512,-0.09882021227518836,078520
21,아모레퍼시픽,2019,Q3,생활소비재,0.2951988671080346,-0.10146539633409102,0.03589888404682817,0.178571218534753,-0.010516747738194443,0.06052700374794706,0.11571830085487406,090430
21,CJ제일제당,2019,Q3,생활소비재,-0.027707190411728727,-0.10146539633409102,0.02227742259817722,5.438446475847944,0.017424225421454498,0.07248043802725301,-0.02972957150851893,097950
21,LG하우시스,2019,Q3,건설,-0.08063372941421709,-0.10146539633409102,0.02540221002238119,-0.27045875041510503,0.03660539905017535,-0.06912433331647305,-0.22093328285553318,108670
21,락앤락,2019,Q3,생활소비재,-0.15632992721107136,-0.10146539633409102,-0.00789698966772634,-0.09056219199927373,0.004301134306406551,0.2083251367511736,-0.18738151123320126,115390
21,이마트,2019,Q3,생활소비재,0.018466781913368466,-0.10146539633409102,0.03551516543305211,-18.64681300311013,-0.00985634207217001,0.13957040365390916,-0.019998122799292778,139480
21,삼양사,2019,Q3,생활소비재,-0.09328960723402935,-0.10146539633409102,0.007796025637030413,-0.11977043999001913,-0.006223737512480287,0.04321621967896383,-0.2579080727714995,145990
21,한국콜마,2019,Q3,생활소비재,-0.11437845024538403,-0.10146539633409102,0.021089133500153512,-0.7236768299669583,0.10569563903866674,-0.22405073745158255,-0.07094011115565063,161890
21,코스맥스,2019,Q3,생활소비재,-0.0019048826944509656,-0.10146539633409102,0.8607604012577126,-0.1943288518479407,0.1865386238028428,-0.11139149042862806,0.07952925417604215,192820
