,period,title,published,url
23,after:2021-02-22 before:2021-02-28,대기업 반도체 SW직군 취업준비 이야기 | 삼성전자 SK하이닉스,2021-02-25T22:06:59Z,https://www.youtube.com/watch?v=G-PUdR8lCEY
24,after:2021-03-01 before:2021-03-07,[분양완료] SK하이닉스 120조 투자호재?! 용인 원삼면 고급 전원주택!,2021-03-01T10:20:04Z,https://www.youtube.com/watch?v=ijDIXydRUnk
25,after:2021-03-01 before:2021-03-07,SK신의 한 수 하이닉스의 기막힌 사연,2021-03-03T19:00:11Z,https://www.youtube.com/watch?v=mFx9XnhzWYY
26,after:2021-03-01 before:2021-03-07,19년 SK하이닉스 생산직 면접후기,2021-03-03T12:10:05Z,https://www.youtube.com/watch?v=uUK-CZRa_pg
27,after:2021-03-08 before:2021-03-14,"[기업] SK하이닉스, &#39;영화 10편 1초 만에 처리&#39; 모바일 D램 양산 / YTN",2021-03-08T19:06:58Z,https://www.youtube.com/watch?v=vMyY_8jCFbE
28,after:2021-03-08 before:2021-03-14,"SK하이닉스, 인텔 낸드사업부 인수 관련 美 승인 완료 / YTN 사이언스",2021-03-12T13:32:22Z,https://www.youtube.com/watch?v=8hQpr4aSJEg
29,after:2021-03-08 before:2021-03-14,[SK하이닉스] 2021년HR 직무 신입사원의 최종합격 찐후기 2편,2021-03-09T10:00:08Z,https://www.youtube.com/watch?v=q5_8_8mjajI
30,after:2021-03-15 before:2021-03-21,용인 SK하이닉스 반도체 예정부지서 공직자 땅투기 정황 / 연합뉴스TV (YonhapnewsTV),2021-03-18T19:32:09Z,https://www.youtube.com/watch?v=5aWxTtCZW48
31,after:2021-03-15 before:2021-03-21,"SK하이닉스(000660), 반도체 슈퍼사이클! | 송범선의 시선 | 송범선 수석 전문가, 백선혜 아나운서",2021-03-17T20:00:30Z,https://www.youtube.com/watch?v=YnnWO4pFw4o
32,after:2021-03-15 before:2021-03-21,"일봉차트에서 매매타이밍 잡는 방법 SK하이닉스, 한미사이언스 [매수의 정석]",2021-03-18T19:12:56Z,https://www.youtube.com/watch?v=YW35diKGOAo
33,after:2021-03-22 before:2021-03-31,"취준생 필수영상! SK하이닉스 현직자가 직접 말하는 합격 꿀팁! (직무, 면접, SKCT, 코딩테스트, 장단점 등)",2021-03-22T21:36:55Z,https://www.youtube.com/watch?v=2jveahkr_Kk
34,after:2021-03-22 before:2021-03-31,SK하이닉스 모의면접 ｜실전! 직무면접 뽀개기🥇｜양산기술직｜까다로운 면접관 ver. [모의면접],2021-03-30T19:06:51Z,https://www.youtube.com/watch?v=-7tlMdhR8d4
35,after:2021-03-22 before:2021-03-31,SK하이닉스 핸드볼 선수단 11명 확진 / KBS 2021.03.24.,2021-03-24T11:17:58Z,https://www.youtube.com/watch?v=cGGNIYerhtk
36,after:2021-04-01 before:2021-04-07,이천 SK하이닉스 제조공장서 불산 누출…작업자 3명 부상 / 연합뉴스TV (YonhapnewsTV),2021-04-06T20:13:56Z,https://www.youtube.com/watch?v=H26Ut0lEXDA
37,after:2021-04-01 before:2021-04-07,[창+] 구미 시민들은 왜 엄동설한에 얼음물을 뒤집어썼나? (KBS 21.04.04),2021-04-05T08:00:06Z,https://www.youtube.com/watch?v=jKANwwWgTSk
38,after:2021-04-01 before:2021-04-07,반도체가 날아가는구나..훨훨 ~! 한미반도체 sk하이닉스,2021-04-05T10:45:43Z,https://www.youtube.com/watch?v=Tm98kHPpHRs
39,after:2021-04-08 before:2021-04-14,한국 재계 2위!? SK하이닉스,2021-04-10T16:17:30Z,https://www.youtube.com/watch?v=EKY1EoBVkxc
40,after:2021-04-08 before:2021-04-14,[SK하이닉스] 완벽한 반도체 공정을 위하여! Utility 직무 톺아보기,2021-04-13T10:00:04Z,https://www.youtube.com/watch?v=dJ2fXc2CU08
41,after:2021-04-08 before:2021-04-14,"&quot;삼성전자, SK하이닉스 말고&quot; 국민연금이 많이 판 주식 중 주목할 만한 종목",2021-04-12T07:27:24Z,https://www.youtube.com/watch?v=sLJUrsB59Lg
42,after:2021-04-15 before:2021-04-21,떳다.. 용인시 처인구 원삼면 SK하이닉스 ! 토지투자는 이런곳에..,2021-04-17T08:28:27Z,https://www.youtube.com/watch?v=9OD663aeeiM
43,after:2021-04-15 before:2021-04-21,"[기업] SK하이닉스, 업계 최고 성능 기업용 SSD 신제품 양산 / YTN",2021-04-15T19:02:20Z,https://www.youtube.com/watch?v=MDEJiwB3cE8
44,after:2021-04-15 before:2021-04-21,SK하이닉스 VS 삼성전자 투자 시점은??,2021-04-19T20:30:01Z,https://www.youtube.com/watch?v=aqdCSHx4s50
45,after:2021-04-22 before:2021-04-30,대학순위: SK하이닉스 임원을 가장 많이 배출한 국내 대학교는? (2020.12.31 기준 사업보고서 ),2021-04-25T15:30:39Z,https://www.youtube.com/watch?v=mGFigZObypQ
46,after:2021-04-22 before:2021-04-30,[심층 인터뷰] SK하이닉스가 빠져나가는 SKT.. 투자 매력은 아직 있다? f.현대차증권 김현용 수석연구원,2021-04-27T10:22:51Z,https://www.youtube.com/watch?v=w6rgNT_bnOU
47,after:2021-04-22 before:2021-04-30,삼성전자 SK하이닉스 주가가 하락하는 이유? 이렇게 대응 하세요! | 염승환 부장,2021-04-28T14:00:10Z,https://www.youtube.com/watch?v=ISdMN9PeCqk
48,after:2021-05-01 before:2021-05-07,SK하이닉스의 반도체시대가 올 수 밖에 없는 이유는? | 조현민 앵커 |  SK하이닉스 | GS리테일 | 삼성전기 | 백산,2021-05-02T13:00:17Z,https://www.youtube.com/watch?v=bWwl0FZhzaY
49,after:2021-05-01 before:2021-05-07,SK하이닉스 공매도 ‘5.6만주’ 공매 과열 종목 미지정!,2021-05-04T20:08:46Z,https://www.youtube.com/watch?v=844Fgvwg1hs
50,after:2021-05-01 before:2021-05-07,"S-Oil, 대주전자재료, DL, SK하이닉스_황해수의 주력 종목 (20210506)",2021-05-06T08:23:12Z,https://www.youtube.com/watch?v=PQ11gKNwhM8
51,after:2021-05-08 before:2021-05-14,sk하이닉스 주주라면 필수템!! 하이닉스 주주만을 위한 굿즈가 있다?!,2021-05-11T20:34:35Z,https://www.youtube.com/watch?v=_EMV4QkRXrE
52,after:2021-05-08 before:2021-05-14,SK 하이닉스 합격자가 받는 이메일(들),2021-05-10T17:59:16Z,https://www.youtube.com/watch?v=8XyIH70Cp0U
53,after:2021-05-08 before:2021-05-14,용인 SK 하이닉스의 개발 영향을 받는 &#39;안성의 이곳&#39;은 어디일까요?,2021-05-13T17:00:02Z,https://www.youtube.com/watch?v=7VaXqhEbVr4
54,after:2021-05-15 before:2021-05-21,"SK하이닉스, 키파운드리 완전 인수 검토_기업IN이슈 (20210518)",2021-05-18T15:34:40Z,https://www.youtube.com/watch?v=PvrjuuNrUNw
55,after:2021-05-15 before:2021-05-21,"반도체 투자, 여전히 장기적으로 괜찮은 걸까? (삼성전자, SK하이닉스, 김형렬 센터장)",2021-05-17T17:00:08Z,https://www.youtube.com/watch?v=ec-M7FDG_YY
56,after:2021-05-15 before:2021-05-21,LG 그램 16 SSD 교체! SK하이닉스 P31 M.2 NVMe SSD로 하는 방법!,2021-05-21T12:44:46Z,https://www.youtube.com/watch?v=n1yYb-MvR6g
57,after:2021-05-22 before:2021-05-31,라이젠 5800x sk하이닉스 m.2 부팅속도,2021-05-25T20:15:47Z,https://www.youtube.com/watch?v=92Ynq901z1A
58,after:2021-05-22 before:2021-05-31,"[이천SK부발역부동산] SK하이닉스, 이천IC 3분거리 / 3번국도 접한 모텔건물 매매 / 이천부동산 / 이천SK하이닉스",2021-05-27T14:27:20Z,https://www.youtube.com/watch?v=6rYrO9AakOE
59,after:2021-05-22 before:2021-05-31,"[단독] SK하이닉스, 인텔 낸드 사업 인수 자회사 美 설립",2021-05-26T19:41:47Z,https://www.youtube.com/watch?v=COfKD9WQJbE
60,after:2021-06-01 before:2021-06-07,2021 SK하이닉스 신입사원 채용 면접 현장 ‼대공개‼,2021-06-03T10:00:03Z,https://www.youtube.com/watch?v=8lsR4QnvMr4
61,after:2021-06-01 before:2021-06-07,[SSD x SSG] ‘이거 정말 완전 빨라 쓷쓱쓷!’ SK하이닉스 SSD가 드디어 이곳에 출시?!,2021-06-01T09:00:55Z,https://www.youtube.com/watch?v=28IL8ewQd2A
62,after:2021-06-01 before:2021-06-07,25. 그동안 고생 많았다,2021-06-07T07:44:24Z,https://www.youtube.com/watch?v=j2_NVGk7kOk
63,after:2021-06-08 before:2021-06-14,마이크론 10나노 4세대 1α D램  삼성전자 SK하이닉스보다 빨라 실상은,2021-06-11T23:57:05Z,https://www.youtube.com/watch?v=yWEf_81Q5nk
64,after:2021-06-08 before:2021-06-14,"주가는 횡보지만, SK하이닉스 임원들은 매수 행렬 / 공진단 / 한국경제TV",2021-06-14T10:32:49Z,https://www.youtube.com/watch?v=vJkyrt2-avs
65,after:2021-06-08 before:2021-06-14,"SK하이닉스, 인텔 인수 4개국 통과! 관건은 中의 승인 여부! [여의도 늬우스]",2021-06-14T17:00:18Z,https://www.youtube.com/watch?v=l_-HgmR-iu8
66,after:2021-06-15 before:2021-06-21,"시대 책(Check)｜SK하이닉스 고졸 전문대졸 취업을 뽀개보자!｜SK하이닉스,고졸,전문대졸,인적성,채용,면접,취업,교재,모의고사,기출문제,인성검사,연봉,합격,공부,책",2021-06-21T11:54:29Z,https://www.youtube.com/watch?v=Jmdl7rfgL34
67,after:2021-06-15 before:2021-06-21,용인 SK하이닉스 예정부지 부근 원삼면 전원주택,2021-06-18T02:16:22Z,https://www.youtube.com/watch?v=XpyUSh2Az94
68,after:2021-06-15 before:2021-06-21,삼성전자 어쩌나 SK하이닉스 마저 삼성 뒤집었다 ㅣ삼성전자주가전망 ㅣ증시전망 ㅣ삼성전자매수시점ㅣ주식재테크 ㅣ경제적자유 ㅣ초보주식 ㅣ삼성전자우,2021-06-18T21:37:53Z,https://www.youtube.com/watch?v=9XgohD-JU2I
69,after:2021-06-22 before:2021-06-30,반도체전자과 졸업생 인터뷰 - SK하이닉스 신동호,2021-06-30T08:43:18Z,https://www.youtube.com/watch?v=cxZ2XJiZc_4
70,after:2021-06-22 before:2021-06-30,삼성전자와 SK하이닉스는 글로벌 IT기업대비 얼마나 저평가되어 있나? 원자재 관련 기업을 투자하는 방법은? [유동원 유안타증권 글로벌자산배분 본부장],2021-06-27T10:00:10Z,https://www.youtube.com/watch?v=MfIRSGcYjYs
71,after:2021-06-22 before:2021-06-30,2분기 실적의 해답은 &#39;SK하이닉스&#39; 다...궁금하면 본방 클릭!(이슈 종효해/21.06.25),2021-06-25T17:36:32Z,https://www.youtube.com/watch?v=FCPq755ijeo
72,after:2021-07-01 before:2021-07-07,디지털세 합의안 공개...삼성전자·SK하이닉스 대상 / YTN 사이언스,2021-07-02T18:15:53Z,https://www.youtube.com/watch?v=rw5rm1EVg1g
73,after:2021-07-01 before:2021-07-07,연봉 1억 포기하고 삼전으로 가는 이유ㅣSK하이닉스ㅣ회식합시다,2021-07-06T19:00:30Z,https://www.youtube.com/watch?v=dxcXaANvBhI
74,after:2021-07-01 before:2021-07-07,SK하이닉스 사회성과 -5천9백여억 원 발생,2021-07-06T15:13:36Z,https://www.youtube.com/watch?v=mrkQ20afd04
75,after:2021-07-08 before:2021-07-14,"[기업] SK하이닉스, 극자외선 공정 첫 적용 10나노급 D램 양산 / YTN",2021-07-12T19:02:06Z,https://www.youtube.com/watch?v=3YcOzI6yHWA
76,after:2021-07-08 before:2021-07-14,SK하이닉스 코테 후기 [취준쩜],2021-07-09T10:14:10Z,https://www.youtube.com/watch?v=kCux8LM3Hq4
77,after:2021-07-08 before:2021-07-14,어쩌고 저쩌고 해도 D램은 한국이 갑입니다.,2021-07-13T18:05:35Z,https://www.youtube.com/watch?v=jxW8UNWYHCc
78,after:2021-07-15 before:2021-07-21,[여의도튜브] “대만·中 저리 가라” 예상 못한 115조 시장 韓 ‘최대 큰손’ 공인 /머니투데이방송,2021-07-16T16:00:13Z,https://www.youtube.com/watch?v=OL7Xj-MMqcU
79,after:2021-07-15 before:2021-07-21,SK하이닉스가 왜 여기서 나와? 시러스로직에 인수된 라이언반도체 뒷 이야기,2021-07-15T17:38:28Z,https://www.youtube.com/watch?v=I8d8M9oL1mM
80,after:2021-07-15 before:2021-07-21,"SK하이닉스(000660), 170% 이익 증가 예상! | 송범선의 종목 분석 | 송범선 수석 전문가, 백선혜 아나운서",2021-07-19T19:00:30Z,https://www.youtube.com/watch?v=cEiluoSa1bI
81,after:2021-07-22 before:2021-07-31,[최초공개] 자연을 품은 전원주택 원삼면 SK하이닉스 개발호재 [용인타운하우스][용인전원주택][용인세컨하우스],2021-07-29T18:18:00Z,https://www.youtube.com/watch?v=69_JR2-EnOQ
82,after:2021-07-22 before:2021-07-31,"삼성전자, SK하이닉스의 상승은 일시적 이에요! 돈 은 후방 산업의 이 주식으로 버는 게 빠릅니다! | 김권진 부장",2021-07-23T14:00:11Z,https://www.youtube.com/watch?v=nLW9TWDHmy4
83,after:2021-07-22 before:2021-07-31,"SK하이닉스, 반도체 지수 훈풍에 모처럼 오름세…인텔 낸드 사업부 인수도 순풍  2021년 7월 22일 글로벌이코노믹 제작",2021-07-23T14:35:53Z,https://www.youtube.com/watch?v=Jjs0KkVUpI4
84,after:2021-08-01 before:2021-08-07,"SK하이닉스(000660), 내년에 더 좋아진다! | 송범선의 시선 | 송범선 수석 전문가, 백선혜 아나운서",2021-08-03T20:00:23Z,https://www.youtube.com/watch?v=TrzqkSR-1Vg
85,after:2021-08-01 before:2021-08-07,"SK하이닉스 마이크론 D램 맹추격, 삼성전자 자신감의 근거 [윤휘종의 꼬꼬경]",2021-08-05T10:00:20Z,https://www.youtube.com/watch?v=r6EHMP8Rq0s
86,after:2021-08-01 before:2021-08-07,"SK하이닉스, 美에 낸드 별도회사 설립…CEO에 인텔 부사장 내정",2021-08-06T13:57:40Z,https://www.youtube.com/watch?v=6spaIPnLHpo
87,after:2021-08-08 before:2021-08-14,"반도체 업황아, 떠나..가지마 가지마 가지마~~..SK하이닉스 [황봉의 주주총회]",2021-08-12T09:09:25Z,https://www.youtube.com/watch?v=2BzDeZ_CWBQ
88,after:2021-08-08 before:2021-08-14,🌈[371] 이천시내 가깝고 sk하이닉스 셔틀버스 운행라인에 위치한 이천신축빌라 분양,2021-08-14T09:00:11Z,https://www.youtube.com/watch?v=qRet1rMXkr8
89,after:2021-08-08 before:2021-08-14,1  sk하이닉스 SEDEX,2021-08-13T15:17:18Z,https://www.youtube.com/watch?v=Lc6Iy1Xm7o0
90,after:2021-08-15 before:2021-08-21,MHM032 경기 이천 백사면 SK하이닉스 셔틀라인 신축빌라,2021-08-17T12:20:09Z,https://www.youtube.com/watch?v=8dUCQcBNabk
91,after:2021-08-15 before:2021-08-21,[이데일리N] 상반기 대기업 투자 3.6조 증가… 삼성전자·SK하이닉스 투자 급증 (20210820),2021-08-20T13:49:28Z,https://www.youtube.com/watch?v=hMoysPK2h9c
92,after:2021-08-15 before:2021-08-21,삼성전자 SK하이닉스 주가전망 - 폭락의 진짜원인 + 솔직한 조언,2021-08-16T11:20:10Z,https://www.youtube.com/watch?v=9LfYXOcl6Cg
93,after:2021-08-22 before:2021-08-31,"SK하이닉스(000660), 외국인 사들인다! | 송범선의 시선 | 송범선 수석 전문가, 백선혜 아나운서",2021-08-27T20:00:22Z,https://www.youtube.com/watch?v=tDeRYypgh9w
94,after:2021-08-22 before:2021-08-31,SK하이닉스 주가가 대체 왜 이래? 반도체 없어서 난리라더니┃반도체 관련주 [증댕친],2021-08-23T17:00:21Z,https://www.youtube.com/watch?v=pSVixCEFaFU
95,after:2021-08-22 before:2021-08-31,"[오후초대석] 외인, 삼성전자는 팔고 SK하이닉스는 샀다…왜?",2021-08-23T16:12:13Z,https://www.youtube.com/watch?v=6DK8Yu3Ppho
96,after:2021-09-01 before:2021-09-07,"SSD 고민 중이라면 이거 쓰세요!! SK하이닉스 Gold P31, S31(SK하이닉스 스티커 무료 나눔)",2021-09-02T18:51:32Z,https://www.youtube.com/watch?v=wLxAONRewRU
97,after:2021-09-01 before:2021-09-07,"SK하이닉스, 잠잠한 파운드리 M&amp;A",2021-09-06T06:00:20Z,https://www.youtube.com/watch?v=z5BIYc9wPDg
98,after:2021-09-01 before:2021-09-07,[특허로 보는 기업 분석] SK하이닉스,2021-09-07T22:23:26Z,https://www.youtube.com/watch?v=nlHQjmCfIiM
99,after:2021-09-08 before:2021-09-14,"저렴한실입주금｜SK하이닉스셔틀버스경유｜2만평규모체육공원인근｜시스템장,보조주방옵션!｜이천신축빌라｜보네르하임｜화이트톤 인테리어 A타입",2021-09-11T17:50:33Z,https://www.youtube.com/watch?v=3RSdqFL3NFo
100,after:2021-09-08 before:2021-09-14,경남정보대학교 졸업생 SK하이닉스 입사 이호섭님 인터뷰,2021-09-10T16:57:15Z,https://www.youtube.com/watch?v=47xHbeOhpWg
101,after:2021-09-08 before:2021-09-14,"카카오, SK하이닉스, 버티면 기회는 또 옵니다! 대신 이런 실수는 다시 하지 마세요! | 황유현 팀장",2021-09-11T07:00:16Z,https://www.youtube.com/watch?v=uU7ErWEZZSQ
102,after:2021-09-15 before:2021-09-21,[특집] SK하이닉스 10년 이상 장기 투자가 가능할까?(일반인이 10년 이상 장기 투자하기 힘든 이유?),2021-09-21T21:39:54Z,https://www.youtube.com/watch?v=KAJfUvDB_a0
103,after:2021-09-15 before:2021-09-21,[종목상담119] 이영재 | SK하이닉스 분석해드립니다,2021-09-17T14:56:49Z,https://www.youtube.com/watch?v=B6UXzPQfRSw
104,after:2021-09-15 before:2021-09-21,삼성전자·SK하이닉스 비중확대 해야 할 이유(노근창)/ 주식경제 이슈분석 / 한국경제TV,2021-09-15T17:30:03Z,https://www.youtube.com/watch?v=WRdlEVeBsCs
105,after:2021-09-22 before:2021-09-30,"윈도우 11을 준비하는 가성비 SSD, SK하이닉스 Gold P31",2021-09-30T20:35:04Z,https://www.youtube.com/watch?v=9ZCK6w6mUPw
106,after:2021-09-22 before:2021-09-30,용인SK하이닉스 반도체공장 도대체 어쩌란 말이냐,2021-09-23T08:24:38Z,https://www.youtube.com/watch?v=6nKYoO2akEM
107,after:2021-09-22 before:2021-09-30,"[제이씨이너스] 📢 SK하이닉스의 인텔 낸드 영업양수도 - 자산인수, 자산양수도, 영업인수, 사업부 인수 ⭐ “사례분석으로 배우는 M&amp;A” 온라인 강의",2021-09-28T23:15:21Z,https://www.youtube.com/watch?v=XS3rXpPvZuo
108,after:2021-10-01 before:2021-10-07,현조하는 직지와 Sk하이닉스 반도체와 만남 (제작 영상: 행복한 파수꾼  글 서인석  낭송 송미숙),2021-10-01T09:07:49Z,https://www.youtube.com/watch?v=Ee6fJAcL3xo
109,after:2021-10-01 before:2021-10-07,"삼성전자·SK하이닉스... &#39;패닉장&#39; 맞은 코스피, 흔들리는 동학 개미의 꿈_경제판 돋보기 (20211007)",2021-10-07T08:40:25Z,https://www.youtube.com/watch?v=GsKsXhH1l7M
110,after:2021-10-01 before:2021-10-07,"“美, 이건 좀 심하잖아” TSMC 뜻밖 ‘반기’ 그렇다면 韓, 너는? [여의도튜브/머니투데이방송]",2021-10-07T07:00:14Z,https://www.youtube.com/watch?v=n3drkT-1j90
111,after:2021-10-08 before:2021-10-14,(반도체 전문가 입장에서) 삼성전자보다 SK하이닉스에 투자하고 싶은 이유,2021-10-08T06:15:02Z,https://www.youtube.com/watch?v=yA2A06BEe7s
112,after:2021-10-08 before:2021-10-14,(주식) sk하이닉스&quot; 매수 최적기입니다. 무조건 2배이상 수익입니다.,2021-10-08T11:51:57Z,https://www.youtube.com/watch?v=4QVhJUIMnR0
113,after:2021-10-08 before:2021-10-14,"삼성전자 SK하이닉스 주가전망 - 이젠 바닥이다 (삼성전자 주가전망, 삼성전자우 주가전망)",2021-10-13T10:55:43Z,https://www.youtube.com/watch?v=TY5fiNan8R8
114,after:2021-10-15 before:2021-10-21,SK하이닉스 현존 최고 D램 HBM3 최초 개발,2021-10-21T00:35:18Z,https://www.youtube.com/watch?v=x-6mfbSwELM
115,after:2021-10-15 before:2021-10-21,"[D램의 최고성능 HBM3, 2022년 양산체재!] SK하이닉스, 테크윙",2021-10-21T23:31:29Z,https://www.youtube.com/watch?v=QOPzyTkOVX4
116,after:2021-10-15 before:2021-10-21,"[비즈&amp;] SK하이닉스, 현존 최고D램 HBM3 최초 개발 外 / 연합뉴스TV (YonhapnewsTV)",2021-10-20T17:34:57Z,https://www.youtube.com/watch?v=9C5mNqLaAks
117,after:2021-10-22 before:2021-10-31,"SK하이닉스, 키파운드리 인수… 생산능력 2배↑ (20211029)",2021-10-29T16:53:30Z,https://www.youtube.com/watch?v=-HhERgYjxZ4
118,after:2021-10-22 before:2021-10-31,"SK하이닉스, 키파운드리 인수",2021-10-29T22:46:33Z,https://www.youtube.com/watch?v=nKKTnUURAfU
119,after:2021-10-22 before:2021-10-31,"&#39;메모리 호황&#39; SK하이닉스, 4조원대 영업익…분기 최대 매출 / 머니투데이방송 (뉴스)",2021-10-26T11:45:57Z,https://www.youtube.com/watch?v=iYmvWDDCwzE
120,after:2021-11-01 before:2021-11-07,sk하이닉스 인근 원삼면 3억대 전원주택 매매,2021-11-07T09:57:17Z,https://www.youtube.com/watch?v=LGOe7hfiCKg
121,after:2021-11-01 before:2021-11-07,SK하이닉스보다 탄력있는 종목?ㅣ삼성전자가 직접 투자?ㅣ정말 고민 많이하고 추천하는 종목입니다.,2021-11-03T16:33:59Z,https://www.youtube.com/watch?v=pJDto_bVorI
122,after:2021-11-01 before:2021-11-07,2021 언박싱 공학챌린지_드론_SK하이닉스_기남균,2021-11-01T09:59:15Z,https://www.youtube.com/watch?v=mPZfPZtkPvU
123,after:2021-11-08 before:2021-11-14,"삼성·SK ＂고객사 정보 NO＂ 미국, &#39;목표는 중국&#39; 수용 [이슈픽]",2021-11-09T10:39:32Z,https://www.youtube.com/watch?v=RoJaSmwHbas
124,after:2021-11-08 before:2021-11-14,SK하이닉스 LNG발전소 건설 ‘득과 실’은?/HCN  충북방송,2021-11-10T09:34:44Z,https://www.youtube.com/watch?v=rlCBPNbaoqw
125,after:2021-11-08 before:2021-11-14,SK하이닉스 LNG발전소 건축 허가..환경단체 발끈ㅣMBC충북NEWS,2021-11-09T20:56:02Z,https://www.youtube.com/watch?v=sNNOxMpXZqA
126,after:2021-11-15 before:2021-11-21,용인 SK하이닉스 사업지구 불법 거래 43명 적발 / KBS  2021.11.17.,2021-11-17T19:42:43Z,https://www.youtube.com/watch?v=O54HEvOKWa8
127,after:2021-11-15 before:2021-11-21,"&quot;SK하이닉스 중국 공장 개량, 미국 반대 직면&quot; / 연합뉴스TV (YonhapnewsTV)",2021-11-18T13:36:51Z,https://www.youtube.com/watch?v=JnvDnAr_8ew
128,after:2021-11-15 before:2021-11-21,"SK 하이닉스, 美 반대로 中 공장 최신 장비 반입 난관 / YTN",2021-11-18T21:22:28Z,https://www.youtube.com/watch?v=AgMH2NpysKs
