code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용,이자비용
003550,LG_Corp,기타금융,2018,Q4,"397,618,000,000","8,930,024,000,000","9,327,642,000,000","145,653,000,000","83,248,000,000","228,901,000,000","5,776,908,000,000","9,098,741,000,000",103700000000,47379000000,10870000000,72825000000,72825000000,"879,359,000,000",,,
003550,LG_Corp,기타금융,2019,Q1,"926,896,000,000","8,928,284,000,000","9,855,180,000,000","524,570,000,000","83,333,000,000","607,903,000,000","5,926,229,000,000","9,247,277,000,000",571101000000,523018000000,524954000000,501035000000,501035000000,"879,359,000,000",,,
003550,LG_Corp,기타금융,2019,Q2,"451,889,000,000","9,064,486,000,000","9,516,375,000,000","157,570,000,000","82,750,000,000","240,320,000,000","5,953,437,000,000","9,276,055,000,000",98267000000,32669000000,34792000000,27231000000,27231000000,"879,359,000,000",,,
003550,LG_Corp,기타금융,2019,Q3,"667,497,000,000","8,887,354,000,000","9,554,851,000,000","159,239,000,000","85,951,000,000","245,190,000,000","5,988,273,000,000","9,309,661,000,000",101076000000,49357000000,46143000000,34909000000,34909000000,"879,359,000,000",,,
003550,LG_Corp,기타금융,2019,Q4,"826,059,000,000","8,751,902,000,000","9,577,961,000,000","156,049,000,000","95,167,000,000","251,216,000,000","6,003,695,000,000","9,326,745,000,000",104228000000,38751000000,51431000000,17986000000,17986000000,"879,359,000,000",,,
003550,LG_Corp,기타금융,2020,Q1,"1,513,303,000,000","8,732,876,000,000","10,246,179,000,000","555,262,000,000","87,393,000,000","642,655,000,000","6,290,989,000,000","9,603,524,000,000",744959000000,696115000000,699156000000,674160000000,674160000000,"879,359,000,000",,,
003550,LG_Corp,기타금융,2020,Q2,"1,939,378,000,000","8,826,532,000,000","10,765,910,000,000","421,221,000,000","93,355,000,000","514,576,000,000","6,931,789,000,000","10,251,334,000,000",95884000000,34828000000,896224000000,640791000000,640791000000,"879,359,000,000",,,
003550,LG_Corp,기타금융,2020,Q3,"1,883,553,000,000","8,809,368,000,000","10,692,921,000,000","296,800,000,000","96,616,000,000","393,416,000,000","6,975,461,000,000","10,299,505,000,000",104010000000,52756000000,57785000000,43683000000,43683000000,"879,359,000,000",,,
003550,LG_Corp,기타금융,2020,Q4,"2,546,281,000,000","8,024,559,000,000","10,570,840,000,000","178,795,000,000","122,248,000,000","301,043,000,000","6,947,881,000,000","10,269,797,000,000",71349000000,10324000000,-61706000000,-27283000000,-27283000000,"879,359,000,000",,,
003550,LG_Corp,기타금융,2021,Q1,"3,135,541,000,000","8,017,936,000,000","11,153,477,000,000","2,298,141,000,000","120,579,000,000","2,418,720,000,000","7,070,910,000,000","8,734,757,000,000",596959000000,547856000000,566933000000,562653000000,562653000000,"879,359,000,000",,,
003550,LG_Corp,기타금융,2021,Q2,"1,805,685,000,000","8,010,967,000,000","9,816,652,000,000","174,149,000,000","121,127,000,000","295,276,000,000","7,843,529,000,000","9,521,376,000,000",114448000000,48930000000,55336000000,772634000000,772634000000,"801,613,000,000",,,
003550,LG_Corp,기타금융,2021,Q3,"1,769,894,000,000","8,112,939,000,000","9,882,833,000,000","143,302,000,000","128,594,000,000","271,896,000,000","7,927,440,000,000","9,610,937,000,000",151398000000,99356000000,103353000000,83940000000,83940000000,"801,613,000,000",,,
003550,LG_Corp,기타금융,2021,Q4,"1,831,399,000,000","7,877,300,000,000","9,708,699,000,000","179,868,000,000","118,574,000,000","298,442,000,000","7,740,618,000,000","9,410,257,000,000",126955000000,44231000000,-173306000000,-185215000000,-185215000000,"801,613,000,000",,,
003550,LG_Corp,기타금융,2022,Q1,"2,406,136,000,000","7,855,548,000,000","10,261,684,000,000","601,625,000,000","135,495,000,000","737,120,000,000","7,850,893,000,000","9,524,564,000,000",644232000000,594297000000,602397000000,568494000000,568494000000,"801,613,000,000",,,
003550,LG_Corp,기타금융,2022,Q2,"1,527,169,000,000","8,295,514,000,000","9,822,683,000,000","193,069,000,000","120,371,000,000","313,440,000,000","7,896,065,000,000","9,509,243,000,000",121242000000,53843000000,62882000000,41754000000,41754000000,"801,613,000,000",,,
003550,LG_Corp,기타금융,2022,Q3,"1,597,733,000,000","8,217,139,000,000","9,814,872,000,000","177,048,000,000","123,411,000,000","300,459,000,000","7,994,941,000,000","9,514,413,000,000",169119000000,110536000000,119836000000,97024000000,97024000000,"801,613,000,000",,,
003550,LG_Corp,기타금융,2022,Q4,"1,670,275,000,000","8,233,698,000,000","9,903,973,000,000","191,677,000,000","171,882,000,000","363,559,000,000","8,019,857,000,000","9,540,414,000,000",132932000000,62769000000,122926000000,30089000000,30089000000,"801,613,000,000",,,
003550,LG_Corp,기타금융,2023,Q1,"2,201,819,000,000","8,208,210,000,000","10,410,029,000,000","669,965,000,000","170,254,000,000","840,219,000,000","8,092,381,000,000","9,569,810,000,000",619581000000,564434000000,582499000000,547262000000,547262000000,"801,613,000,000",,,
003550,LG_Corp,기타금융,2023,Q2,"1,756,914,000,000","8,192,216,000,000","9,949,130,000,000","202,894,000,000","166,159,000,000","369,053,000,000","8,138,095,000,000","9,580,077,000,000",120908000000,47133000000,64700000000,45654000000,45654000000,"801,613,000,000",,,
003550,LG_Corp,기타금융,2023,Q3,"1,722,349,000,000","8,249,470,000,000","9,971,819,000,000","198,952,000,000","168,548,000,000","367,500,000,000","8,225,972,000,000","9,604,319,000,000",159524000000,87348000000,105936000000,,,"801,613,000,000",95360000000,72176000000,
003550,LG_Corp,기타금융,2023,Q4,"1,748,535,000,000","8,252,048,000,000","10,000,583,000,000","219,047,000,000","164,853,000,000","383,900,000,000","8,265,975,000,000","9,616,683,000,000",130573000000,52460000000,51122000000,125458000000,125458000000,"801,613,000,000",636010000000,207035000000,520000000
003550,LG_Corp,기타금융,2024,Q1,"2,137,967,000,000","8,246,509,000,000","10,384,476,000,000","723,041,000,000","163,457,000,000","886,498,000,000","8,188,630,000,000","9,497,978,000,000",481546000000.0,428263000000.0,444519000000.0,406425000000.0,406425000000.0,"801,613,000,000",419448000000.0,53283000000.0,406425000000.0
003550,LG_Corp,기타금융,2024,Q2,"1,422,625,000,000","8,483,610,000,000","9,906,235,000,000","212,083,000,000","182,380,000,000","394,463,000,000","8,234,569,000,000","9,511,772,000,000",123309000000.0,47658000000.0,61991000000.0,45953000000.0,45953000000.0,"801,613,000,000",111060000000.0,75651000000.0,45953000000.0
003550,LG_Corp,기타금융,2024,Q3,"1,548,007,000,000","8,444,684,000,000","9,992,691,000,000","223,642,000,000","170,771,000,000","394,413,000,000","8,351,433,000,000","9,598,278,000,000",194753000000.0,125445000000.0,139396000000.0,116906000000.0,116906000000.0,"801,613,000,000",86506000000.0,69308000000.0,116906000000.0
