code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,이익잉여금,총포괄손익
007070,GS리테일,생활소비재,2020,Q2,2020-08-13,"937,688,304,838","4,788,330,641,602","5,726,018,946,440","1,564,490,061,394","1,925,434,693,489","3,489,924,754,883","2,236,094,191,557",2144569114164,68478806402,65580540645,49333326859,"77,000,000,000","2,015,198,845,471",
007070,GS리테일,생활소비재,2020,Q3,2020-11-16,"1,366,640,462,978","4,747,807,252,265","6,114,447,715,243","1,788,337,457,760","2,028,844,184,959","3,817,181,642,719","2,297,266,072,524",2275999220891,71536234083,81567887464,61391224642,"77,000,000,000","2,076,370,726,438",
007070,GS리테일,생활소비재,2020,Q4,2021-03-17,"848,242,696,827","4,760,883,114,018","5,609,125,810,845","1,261,776,733,903","2,029,879,803,959","3,291,656,537,862","2,317,469,272,983",2080568163085,28086475120,13593699369,-8391740074,"77,000,000,000","2,090,240,132,832",
007070,GS리테일,생활소비재,2021,Q1,2021-04-29,"912,680,395,755","4,708,526,604,013","5,621,206,999,768","1,340,552,214,229","1,991,323,890,772","3,331,876,105,001","2,289,330,894,767",2015275037696,35575886346,54424136656,41749868716,"77,000,000,000","2,062,101,754,616",
007070,GS리테일,생활소비재,2021,Q2,2021-08-17,"767,739,294,146","4,877,501,282,566","5,645,240,576,712","1,194,167,355,885","2,126,712,058,152","3,320,879,414,037","2,324,361,162,675",2186914936160,50161644044,48276810697,35462516775,"77,000,000,000","2,097,140,553,774",
007070,GS리테일,생활소비재,2021,Q3,2021-11-15,"1,378,235,082,303","6,248,430,202,116","7,626,665,284,419","1,584,234,439,197","2,012,514,720,974","3,596,749,160,171","4,029,916,124,248",2621504778833,108377770374,780536454176,744799590442,"104,717,922,000","2,841,506,004,730",
007070,GS리테일,생활소비재,2021,Q4,2022-03-17,"955,684,403,335","6,723,245,851,329","7,678,930,254,664","1,569,402,154,384","1,998,255,598,195","3,567,657,752,579","4,111,272,502,085",2511292161127,29837469466,43398795546,27204351551,"104,717,922,000","2,893,795,221,644",
007070,GS리테일,생활소비재,2022,Q1,2022-05-16,"974,092,121,986","6,826,874,311,647","7,800,966,433,633","1,753,733,423,431","2,014,880,076,673","3,768,613,500,104","4,032,352,933,529",2451338462908,35178572552,60016962694,43739321469,"104,717,922,000","2,814,088,012,255",
007070,GS리테일,생활소비재,2022,Q2,2022-08-16,"1,128,006,748,661","6,896,613,966,804","8,024,620,715,465","1,652,486,358,870","2,272,082,493,577","3,924,568,852,447","4,100,051,863,018",2664585285466,61321029118,93886626825,72132879532,"104,717,922,000","2,885,544,710,614",
007070,GS리테일,생활소비재,2022,Q3,2022-11-14,"990,953,365,453","6,936,141,918,109","7,927,095,283,562","1,619,787,936,862","2,148,888,239,574","3,768,676,176,436","4,158,419,107,126",2780586628111,82116142498,92013924094,64128167669,"104,717,922,000","2,949,130,659,554",
007070,GS리테일,생활소비재,2022,Q4,2023-03-15,"1,219,864,882,877","6,731,461,826,052","7,951,326,708,929","1,726,933,341,656","2,114,603,312,490","3,841,536,654,146","4,109,790,054,783",2672827340339,77797102779,-150649965876,-118486110346,"104,717,922,000","2,863,022,166,155",
007070,GS리테일,생활소비재,2023,Q1,2023-05-15,"1,325,667,008,061","6,738,143,638,857","8,063,810,646,918","1,840,369,796,593","2,113,188,153,020","3,953,557,949,613","4,110,252,697,305",2532583125027,37530802628,55639883670,44503484468,"104,717,922,000","2,863,434,619,623",
007070,GS리테일,생활소비재,2023,Q2,2023-08-14,"1,437,622,056,409","6,769,864,760,486","8,207,486,816,895","1,801,030,031,179","2,252,754,180,975","4,053,784,212,154","4,153,702,604,741",2767248304923,82672405021,55761773640,45604446417,"104,717,922,000","2,908,792,289,459",
007070,GS리테일,생활소비재,2023,Q3,2023-11-14,"1,439,717,914,003","6,826,443,258,540","8,266,161,172,543","1,970,628,038,372","2,078,787,244,397","4,049,415,282,769","4,216,745,889,774",2899135263764,96828505016,86381773082,64772271657,"104,717,922,000","2,981,778,701,572",63043285033
007070,GS리테일,생활소비재,2023,Q4,2024-03-13,"1,716,841,596,021","6,501,881,640,439","8,218,723,236,460","2,077,670,994,040","2,058,519,566,613","4,136,190,560,653","4,082,532,675,807",2687927986345,97950294064,-117090505200,-179428615268,"104,717,922,000","2,788,933,138,348",-76363254992
007070,GS리테일,생활소비재,2024,Q1,2024-05-16,"1,474,758,099,523","6,626,992,689,860","8,101,750,789,383","1,884,318,349,272","2,132,480,915,681","4,016,799,264,953","4,084,951,524,430",2638165618162,57507667957,77435796617,62242173610,"104,717,922,000","2,798,844,553,258",54137976623
007070,GS리테일,생활소비재,2024,Q2,2024-08-14,"2,271,007,219,964","5,917,534,997,730","8,188,542,217,694","2,071,618,525,405","1,977,837,431,202","4,049,455,956,607","4,139,086,261,087",2875585835456,85309536171,69308692450,53187440425,"104,717,922,000","2,850,886,411,974",54134736657
007070,GS리테일,생활소비재,2024,Q3,2024-11-14,"2,191,616,223,528","5,877,588,843,401","8,069,205,066,929","1,970,995,343,452","1,988,411,251,303","3,959,406,594,755","4,109,798,472,174",2992724672251,80495305266,-27535811748,-41061866478,"104,717,922,000","2,791,008,021,334",-29287788913
007070,GS리테일,생활소비재,2024,Q4,2025-03-12,"1,422,091,558,149","5,733,458,928,016","7,155,550,486,165","1,747,795,229,660","2,205,391,204,037","3,953,186,433,697","3,202,364,052,468",2871555911787,29323377085,-162718894877,-135171205862,"83,607,415,000","2,667,658,844,231",-123739364527
007070,GS리테일,생활소비재,2025,Q1,2025-05-15,"1,715,573,045,697","5,655,960,498,929","7,371,533,544,626","1,993,374,458,576","2,197,547,185,573","4,190,921,644,149","3,180,611,900,477",2701907393066,47823944953,35694834193,26773889359,"83,607,415,000","2,689,540,122,208",20030643009
007070,GS리테일,생활소비재,2025,Q2,2025-08-14,"1,526,029,128,367","5,616,780,739,342","7,142,809,867,709","1,689,293,243,078","2,197,747,203,316","3,887,040,446,394","3,255,769,421,315",2929382934780,87044784329,46134692615,47280703920,"83,607,415,000","2,736,664,427,319",75157520838
