,name,sector,year,quarter,Relative Return,매출액 변화율,부채총계 변화율,실업률 변화율,소비자물가지수 변화율,증자주식수 변화율,발행금액 변화율,기타 변화율,특정 증권 등 소유 증감 수 변화율,1인평균급여 변화율,Label,Code
15,Hyundai_Green_Food,기타금융,2020,Q4,-0.1331120411755779,0.06274708299506981,0.06295707802745365,-0.04166666666666674,0.3780443147289393,-0.29909070832153706,-0.4604137872992027,0.0,-0.015369981067996585,-0.3295868226966647,-0.09200782216202738,005440
15,Crown_Confectionery,기타금융,2020,Q4,0.006112238957440105,0.02601332229258768,0.02878875924136004,-0.04166666666666674,0.3780443147289393,-0.2883182790033223,0.0,0.0,0.0,-0.4985379540419621,-0.2890617375519686,005740
15,SK_Chemicals,기타금융,2020,Q4,0.5349841495544102,-0.015370556535416524,-0.06614479303209153,-0.04166666666666674,0.3780443147289393,-0.8043139153807961,-0.41307272855157073,0.0,0.0,-0.6079112395672268,-0.23063110568383677,006120
15,LS_Corp,기타금융,2020,Q4,0.3900095193050309,-0.015366728315554523,-0.010824323970576755,-0.04166666666666674,0.3780443147289393,0.0,0.0,0.0,-0.015366728315554523,-0.37149022217610206,0.05049870200847095,006260
15,Seoyon,기타금융,2020,Q4,0.0451939659650509,-0.1786260881992907,0.38400451623954535,-0.04166666666666674,0.3780443147289393,0.8371847172765504,-0.18358188940336073,-0.3661869549020538,0.0,0.1726571286382631,-0.008482265477651185,007860
15,Daeduck_Electronics,기타금융,2020,Q4,-0.019870596445279096,-1.862108546166342,0.4903136290203137,-0.04166666666666674,0.3780443147289393,-1.7816286377215178,-1.7579424706538802,0.0,-0.01537298766734696,-0.5871862662845249,-0.12407672256695365,008060
15,Hyundai_Heavy_Industries,기타금융,2020,Q4,-0.15433531226156325,0.048441764404146825,-0.3101116786933784,-0.04166666666666674,0.3780443147289393,-0.9546788783412667,-1.281768802378815,0.0,-0.024509666192346957,-0.7596173254743284,0.042207591920953635,009540
15,OCI,기타금융,2020,Q4,0.4412901646830124,-0.026204550057041365,0.03491899970600676,-0.04166666666666674,0.3780443147289393,-0.015263568363622415,-0.015263568363622415,0.0,-0.015263568363622415,-0.12388458217111742,0.3518068515237137,010060
15,Hyundai_Development_Company,기타금융,2020,Q4,0.1540174953768156,-0.12485207233728612,0.01767975923912346,-0.04166666666666674,0.3780443147289393,-0.015347224771630197,-0.015347224771630419,-0.3013432969915266,0.0,-0.572326572097819,-0.21474077549515752,012630
15,SK_Holdings,기타금융,2020,Q4,-0.41787126012538534,0.4505444012396034,-0.03488457528529265,-0.04166666666666674,0.3780443147289393,-1.364484323628318,-0.5551775557776901,0.0,-0.0150927238880314,-0.8106908022512891,-0.051679821222683886,034730
15,Halla_Holdings,기타금융,2020,Q4,0.06770633539880572,-0.14916965898444778,-0.02799690859763504,-0.04166666666666674,0.3780443147289393,-0.015376972206854411,-0.015376972206854633,-0.27301486207318937,-0.015376972206854411,-0.05963562394361044,-0.06230542677009873,060980
15,GS_Holdings,기타금융,2020,Q4,-0.24372625965944547,-0.0330669944683466,0.08617288748358687,-0.04166666666666674,0.3780443147289393,0.0,0.0,0.0,-0.015086383422406202,-0.5979763960953703,-0.04394643282438604,078930
