종목명,CODE,YEAR,QUARTER,공시일,시가,종가,수익률,LLM 예측,판단,Confusion Matrix
LG디스플레이,034220,2022,Q1,2022-05-16,16082,15251,-0.0517,down,true,NP
LG디스플레이,034220,2022,Q2,2022-08-16,15343,14234,-0.0723,up,false,PN
LG디스플레이,034220,2022,Q3,2022-11-14,14234,13679,-0.039,down,true,NP
LG디스플레이,034220,2022,Q4,2023-03-13,13633,13670,0.0027,up,true,PP
LG디스플레이,034220,2023,Q1,2023-05-15,13624,12958,-0.0489,down,true,NP
LG디스플레이,034220,2023,Q2,2023-08-14,12958,12182,-0.0599,up,false,PN
LG디스플레이,034220,2023,Q3,2023-11-14,12329,10980,-0.1094,up,false,PN
LG디스플레이,034220,2023,Q4,2024-03-14,11020,10650,-0.0336,up,false,PN
LG디스플레이,034220,2024,Q1,2024-05-16,10750,10910,0.0149,down,false,NN
LG디스플레이,034220,2024,Q2,2024-08-14,11130,9640,-0.1339,up,false,PN
LG디스플레이,034220,2024,Q3,2024-11-14,9620,9110,-0.053,down,true,NP
SK,034730,2016,Q1,2016-05-16,222000,226500,0.0203,up,true,PP
SK,034730,2016,Q3,2016-11-14,225000,240000,0.0667,up,true,PP
SK,034730,2016,Q4,2017-03-31,240000,250500,0.0438,down,false,NN
SK,034730,2017,Q1,2017-05-15,251000,270500,0.0777,up,true,PP
SK,034730,2017,Q2,2017-08-14,271500,281500,0.0368,up,true,PP
SK,034730,2017,Q3,2017-11-14,280000,296000,0.0571,down,false,NN
SK,034730,2017,Q4,2018-04-02,293000,302500,0.0324,up,true,PP
SK,034730,2018,Q4,2019-04-01,270500,250500,-0.0739,down,true,NP
SK,034730,2019,Q2,2019-08-14,195000,263000,0.3487,down,false,NN
SK,034730,2019,Q3,2019-11-14,263500,161500,-0.3871,up,false,PN
SK,034730,2019,Q4,2020-03-30,155500,181000,0.164,down,false,NN
SK,034730,2020,Q2,2020-08-14,239500,209000,-0.1273,down,true,NP
SK,034730,2020,Q3,2020-11-16,208500,247000,0.1847,up,true,PP
SK,034730,2020,Q4,2021-03-19,242000,270000,0.1157,down,false,NN
SK,034730,2021,Q1,2021-05-17,273500,266500,-0.0256,down,true,NP
SK,034730,2021,Q2,2021-08-17,264500,247000,-0.0662,up,false,PN
SK,034730,2021,Q3,2021-11-15,244500,238500,-0.0245,down,true,NP
SK,034730,2021,Q4,2022-03-21,238000,245000,0.0294,up,true,PP
SK,034730,2022,Q1,2022-05-16,247500,230000,-0.0707,down,true,NP
SK,034730,2022,Q2,2022-08-16,233000,227000,-0.0258,up,false,PN
SK,034730,2022,Q3,2022-11-14,225500,162900,-0.2776,down,true,NP
SK,034730,2022,Q4,2023-03-21,163400,164700,0.008,down,false,NN
SK,034730,2023,Q1,2023-05-15,163800,151100,-0.0775,up,false,PN
SK,034730,2023,Q2,2023-08-14,150800,155600,0.0318,down,false,NN
SK,034730,2023,Q3,2023-11-14,157500,184200,0.1695,down,false,NN
SK,034730,2023,Q4,2024-03-19,182400,162800,-0.1075,up,false,PN
SK,034730,2024,Q1,2024-05-16,164900,138300,-0.1613,up,false,PN
SK,034730,2024,Q2,2024-08-14,138500,139200,0.0051,down,false,NN
SK,034730,2024,Q3,2024-11-14,139200,138200,-0.0072,up,false,PN
한미반도체,042700,2017,Q2,2017-08-14,3755,5000,0.3316,down,false,NN
한미반도체,042700,2018,Q2,2018-08-14,4735,4360,-0.0792,up,false,PN
한미반도체,042700,2019,Q2,2019-08-14,3080,3220,0.0455,up,true,PP
한미반도체,042700,2019,Q4,2020-03-27,3630,4120,0.135,down,false,NN
한미반도체,042700,2020,Q2,2020-08-13,5900,5550,-0.0593,up,false,PN
한미반도체,042700,2020,Q3,2020-11-13,5600,10100,0.8036,up,true,PP
한미반도체,042700,2020,Q4,2021-03-11,10250,15850,0.5463,down,false,NN
한미반도체,042700,2021,Q1,2021-05-13,15350,17950,0.1694,down,false,NN
한미반도체,042700,2021,Q2,2021-08-13,17825,16100,-0.0968,down,true,NP
한미반도체,042700,2021,Q3,2021-11-15,16575,16075,-0.0302,up,false,PN
한미반도체,042700,2022,Q1,2022-05-16,14550,12800,-0.1203,up,false,PN
한미반도체,042700,2023,Q2,2023-08-14,46500,57800,0.243,up,true,PP
한미반도체,042700,2023,Q3,2023-11-14,58300,100100,0.717,up,true,PP
한미반도체,042700,2023,Q4,2024-03-14,99000,139700,0.4111,up,true,PP
한미반도체,042700,2024,Q1,2024-05-14,140100,113200,-0.192,up,false,PN
한미반도체,042700,2024,Q3,2024-11-14,82100,90400,0.1011,up,true,PP
LG전자,066570,2016,Q1,2016-05-16,53800,52400,-0.026,up,false,PN
LG전자,066570,2016,Q3,2016-11-14,47000,68100,0.4489,up,true,PP
LG전자,066570,2016,Q4,2017-03-31,68300,81200,0.1889,up,true,PP
LG전자,066570,2017,Q1,2017-05-15,81800,73400,-0.1027,up,false,PN
LG전자,066570,2017,Q2,2017-08-14,74200,93000,0.2534,down,false,NN
LG전자,066570,2017,Q3,2017-11-14,92500,109500,0.1838,up,true,PP
LG전자,066570,2017,Q4,2018-04-02,110000,97500,-0.1136,up,false,PN
LG전자,066570,2018,Q1,2018-05-15,97100,76300,-0.2142,up,false,PN
LG전자,066570,2018,Q2,2018-08-14,76100,70200,-0.0775,up,false,PN
LG전자,066570,2018,Q3,2018-11-14,69600,75100,0.079,up,true,PP
LG전자,066570,2018,Q4,2019-04-01,75500,71500,-0.053,up,false,PN
LG전자,066570,2019,Q1,2019-05-15,71500,59800,-0.1636,up,false,PN
LG전자,066570,2019,Q2,2019-08-14,60500,68800,0.1372,down,false,NN
LG전자,066570,2019,Q3,2019-11-14,68200,49400,-0.2757,up,false,PN
LG전자,066570,2019,Q4,2020-03-30,48400,54200,0.1198,down,false,NN
LG전자,066570,2020,Q1,2020-05-15,54200,87000,0.6052,down,false,NN
LG전자,066570,2020,Q2,2020-08-14,87400,85600,-0.0206,up,false,PN
LG전자,066570,2020,Q3,2020-11-16,86500,151500,0.7514,up,true,PP
LG전자,066570,2020,Q4,2021-03-16,153500,148500,-0.0326,down,true,NP
LG전자,066570,2021,Q1,2021-05-17,151000,150500,-0.0033,down,true,NP
LG전자,066570,2021,Q2,2021-08-17,150500,122000,-0.1894,up,false,PN
LG전자,066570,2021,Q3,2021-11-15,122500,123000,0.0041,up,true,PP
LG전자,066570,2021,Q4,2022-03-16,124500,107500,-0.1365,down,true,NP
LG전자,066570,2022,Q1,2022-05-16,109000,101000,-0.0734,up,false,PN
LG전자,066570,2022,Q2,2022-08-16,101500,94500,-0.069,up,false,PN
LG전자,066570,2022,Q3,2022-11-14,94700,117500,0.2408,up,true,PP
LG전자,066570,2022,Q4,2023-03-17,119000,111800,-0.0605,down,true,NP
LG전자,066570,2023,Q1,2023-05-15,111400,103800,-0.0682,up,false,PN
LG전자,066570,2023,Q2,2023-08-14,103400,102100,-0.0126,down,true,NP
LG전자,066570,2023,Q3,2023-11-14,103100,98900,-0.0407,up,false,PN
LG전자,066570,2023,Q4,2024-03-18,99500,98300,-0.0121,up,false,PN
LG전자,066570,2024,Q1,2024-05-16,99200,94800,-0.0444,down,true,NP
LG전자,066570,2024,Q2,2024-08-14,96000,87700,-0.0865,up,false,PN
LG전자,066570,2024,Q3,2024-11-14,88300,80500,-0.0883,up,false,PN
