code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),총포괄손익,영업비용
1800,오리온,생활소비재,2021,Q1,2021-05-17,"15,779,045,017","1,932,192,037,903","1,947,971,082,920","55,158,414,090","23,093,703,051","78,252,117,141","31,322,711,000","12,098,311,599","1,869,718,965,779",15283821373,11895940547,11827560744,11509683077,,
1800,오리온,생활소비재,2021,Q2,2021-08-17,"4,369,078,240","1,904,981,145,648","1,936,387,380,090","42,832,031,413","23,449,754,665","66,281,786,078","31,322,711,000","12,319,747,749","1,870,105,594,012",3469175361,241537443,182578448,136514247,,
1800,오리온,생활소비재,2021,Q3,2021-11-15,"4,635,196,167","1,911,552,129,408","1,943,224,481,777","39,934,492,714","23,642,170,385","63,576,663,099","31,322,711,000","22,182,619,881","1,879,647,818,678",4214485627,1059140346,1763314373,9791679413,,
1800,오리온,생활소비재,2021,Q4,2022-03-16,"5,212,921,418","1,911,699,640,068","1,943,949,717,688","39,583,413,651","21,991,743,981","61,575,157,632","31,322,711,000","24,430,787,790","1,882,374,560,056",4586596659,1778084337,1660746177,2187428214,,
1800,오리온,생활소비재,2022,Q1,2022-05-16,"23,508,248,886","1,904,448,193,998","1,954,993,599,086","70,383,217,374","21,806,196,373","92,189,413,747","31,322,711,000","255,747,020,137","1,862,804,185,339",15494317013,12458070072,14469529356,13716725618,,
1800,오리온,생활소비재,2022,Q2,2022-08-16,"5,519,486,403","1,902,603,949,458","1,908,123,435,861","21,278,225,534","21,304,665,574","42,582,891,108","31,322,711,000","257,901,642,475","1,865,540,544,753",4532058133,795772536,4243043514,2150173301,,
1800,오리온,생활소비재,2022,Q3,2022-11-14,"6,132,913,791","1,908,548,195,748","1,914,681,109,539","27,057,063,362","21,232,072,377","48,289,135,739","31,322,711,000","260,046,860,190","1,866,391,973,800",5152813649,2800218438,2539675097,1871676979,,
1800,오리온,생활소비재,2022,Q4,2023-03-15,"5,556,730,904","1,984,470,916,497","1,990,027,647,401","32,206,913,122","90,083,970,017","122,290,883,139","31,322,711,000","261,350,633,923","1,867,736,764,262",5319413630,2259483395,1854295849,1383862722,,
1800,오리온,생활소비재,2023,Q1,2023-05-15,"18,865,271,911","1,986,456,754,235","2,005,322,026,146","75,022,754,345","90,174,124,339","165,196,878,684","31,322,711,000","14,771,047,934","1,840,125,147,462",18730095498,15416067282,14625196244,13784509126,,
1800,오리온,생활소비재,2023,Q2,2023-08-14,"5,213,205,997","1,996,290,121,929","2,001,503,327,926","72,105,580,949","91,909,068,329","164,014,649,278","31,322,711,000","14,241,382,379","1,837,488,678,648",4749931768,1148435291,535079596,171107286,,
1800,오리온,생활소비재,2023,Q3,2023-11-14,"4,782,628,112","2,001,194,849,477","2,005,977,477,589","73,529,418,837","92,307,412,411","165,836,831,248","31,322,711,000","15,215,320,545","1,840,140,646,341",5118720583,2298470020,1540641166,951798920,2651967693.0,
1800,오리온,생활소비재,2023,Q4,2024-03-13,"6,635,195,124","2,002,181,122,800","2,008,816,317,924","77,850,626,785","90,459,448,042","168,310,074,827","31,322,711,000","16,046,562,959","1,840,506,243,097",5075133470,1943499724,1081274438,554133220,12227168242.0,
1800,오리온,생활소비재,2024,Q1,2024-05-16,"25,593,652,538","2,004,726,255,012","2,030,319,907,550","126,846,507,542","89,626,159,766","216,472,667,308","31,322,711,000",,"1,813,847,240,242",23560590208,20010815742,19261863872,18146035831,18458486895.0,3549774466.0
1800,오리온,생활소비재,2024,Q2,2024-08-14,"7,792,093,707","2,006,838,456,281","2,014,630,549,988","110,845,052,570","89,625,065,815","200,470,118,385","31,322,711,000",,"1,814,160,431,603",4948158706,1313155662,379751902,14566981,313191361.0,3635003044.0
1800,오리온,생활소비재,2024,Q3,2024-11-14,"10,437,939,735","2,008,699,155,221","2,019,137,094,956","116,768,374,886","89,923,358,087","206,691,732,973","31,322,711,000",,"1,812,445,361,983",5189868016,2475231898,1343749077,758402792,-1715069620.0,2714636118.0
1800,오리온,생활소비재,2024,Q4,2025-03-18,"13,867,728,563","2,029,947,464,770","2,043,815,193,333","138,624,307,307","89,716,877,158","228,341,184,465","31,322,711,000",,"1,815,474,008,868",5785055862,2588950119,2380627983,1544803663,3028646885.0,3196105743.0
1800,오리온,생활소비재,2025,Q1,2025-05-15,"67,981,003,840","2,032,767,223,470","2,100,748,227,310","198,536,018,972","89,902,040,204","288,438,059,176","31,322,711,000",,"1,812,310,168,134",50641239185,46780707288,48212805918,46330672907,44961481666.0,3860531897.0
1800,오리온,생활소비재,2025,Q2,2025-08-14,"15,445,080,754","2,042,038,208,603","2,057,483,289,357","154,202,203,144","89,974,380,081","244,176,583,225","31,322,711,000",,"1,813,306,706,132",7641145892,3897567603,2790332424,1697555190,996537998.0,3743578289.0
