,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,국제유가 변화율,소비자물가지수 변화율,Label,Code
11,현대모비스,2022,Q1,경기소비재,-0.00024295273202585427,0.2856325929333081,0.14767324592997877,0.2602194672474454,0.09364288108448604,0.17701934986544307,012330
11,에스원,2022,Q1,경기소비재,-0.010809543650706818,19.41728077037147,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.04036356315565832,012750
11,한온시스템,2022,Q1,경기소비재,0.04592318181284297,2.6402157305888325,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.0024779007237163905,018880
11,대교,2022,Q1,경기소비재,0.015229347291798943,-0.7897921669138538,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.08261468335826888,019680
11,한섬,2022,Q1,경기소비재,0.15937944667121864,0.0977669570185844,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.18994849291300187,020000
11,코웨이,2022,Q1,경기소비재,0.08627472523921398,0.6407689702591948,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.03423450743035641,021240
11,롯데쇼핑,2022,Q1,경기소비재,0.1434440746759318,-1.6087105957724885,0.14767324592997877,0.2602194672474454,0.09364288108448604,0.045275629443164225,023530
11,삼성물산,2022,Q1,경기소비재,0.060794711524649714,1.5691304944953965,0.14767324592997877,0.2602194672474454,0.09364288108448604,0.1145313606270855,028260
11,세종공업,2022,Q1,경기소비재,0.0340819679215064,-0.8296896205057699,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.09055670429000917,033530
11,강원랜드,2022,Q1,경기소비재,0.0692287827746369,-0.5735469224217139,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.02484632177634797,035250
11,한라홀딩스,2022,Q1,경기소비재,0.045863412441984046,2.1973463009981757,0.14767324592997877,0.2602194672474454,0.09364288108448604,0.03400460990067066,060980
11,S&T모티브,2022,Q1,경기소비재,0.1283931401326397,0.28258079385983015,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.01819095389340683,064960
11,현대백화점,2022,Q1,경기소비재,0.0628408030113646,0.41366478902423975,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.12032978233614441,069960
11,금호타이어,2022,Q1,경기소비재,0.10649287988589434,-0.9850105999837283,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.05174205637350437,073240
11,현대리바트,2022,Q1,경기소비재,-0.09805862861773823,1.0627264024678733,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.07390647215228782,079430
11,베이직하우스,2022,Q1,경기소비재,0.08457968983111136,-1.1407776718152183,0.14767324592997877,0.2602194672474454,0.09364288108448604,0.035447795870710855,084870
11,LF,2022,Q1,경기소비재,0.11558250575306733,0.30259093221636957,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.04545355691846683,093050
11,한세실업,2022,Q1,경기소비재,0.0585084272566598,1.0851998739969777,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.25335997034938906,105630
11,영원무역,2022,Q1,경기소비재,0.06151415048307723,0.5926808015032008,0.14767324592997877,0.2602194672474454,0.09364288108448604,-0.029492339475463016,111770
11,GKL,2022,Q1,경기소비재,0.03343657626456341,-0.6723438465145448,0.14767324592997877,0.2602194672474454,0.09364288108448604,0.11459178286916438,114090
11,한국타이어,2022,Q1,경기소비재,0.07620482825857539,-0.7072919163990323,0.14767324592997877,0.2602194672474454,0.09364288108448604,0.14308016920839545,161390
