,code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금,영업비용
21,5380,Hyundai_Motor,Transportation,2021,Q1,24680221000000.0,54741237000000.0,79421458000000.0,17530913000000.0,8131472000000.0,25662385000000.0,49726434000000.0,53759073000000.0,13377732000000.0,538200000000.0,1016338000000.0,866109000000.0,866109000000.0,,1488993000000.0,
22,5380,Hyundai_Motor,Transportation,2021,Q2,24410605000000.0,56069736000000.0,80480341000000.0,17869084000000.0,7808445000000.0,25677529000000.0,50752282000000.0,54802812000000.0,14527319000000.0,388592000000.0,1038194000000.0,954584000000.0,954584000000.0,,1488993000000.0,
23,5380,Hyundai_Motor,Transportation,2021,Q3,22107711000000.0,56321215000000.0,78428926000000.0,16205394000000.0,7700141000000.0,23905535000000.0,50598586000000.0,54523391000000.0,12336575000000.0,-292600000000.0,6893000000.0,,,,1488993000000.0,
24,5380,Hyundai_Motor,Transportation,2021,Q4,23330493000000.0,56427807000000.0,79758300000000.0,20043791000000.0,7039497000000.0,27083288000000.0,49094270000000.0,52675012000000.0,15363494000000.0,27431000000.0,-1071578000000.0,-1175167000000.0,-1175167000000.0,775156000000.0,1488993000000.0,
25,5380,Hyundai_Motor,Transportation,2022,Q1,22218352000000.0,56568104000000.0,78786456000000.0,19336425000000.0,7097501000000.0,26433926000000.0,49008948000000.0,52352530000000.0,13092688000000.0,-356326000000.0,928076000000.0,955077000000.0,955077000000.0,,1488993000000.0,
26,5380,Hyundai_Motor,Transportation,2022,Q2,24345954000000.0,56703887000000.0,81049841000000.0,21916128000000.0,6545517000000.0,28461645000000.0,49537795000000.0,52588196000000.0,16276223000000.0,583064000000.0,695500000000.0,528847000000.0,528847000000.0,,1488993000000.0,
27,5380,Hyundai_Motor,Transportation,2022,Q3,23777242000000.0,58364341000000.0,82141583000000.0,21905926000000.0,6923731000000.0,28829657000000.0,50281682000000.0,53311926000000.0,16459780000000.0,443398000000.0,945725000000.0,826944000000.0,826944000000.0,,1488993000000.0,
28,5380,Hyundai_Motor,Transportation,2022,Q4,23819313000000.0,59593036000000.0,83412349000000.0,21443574000000.0,6212960000000.0,27656534000000.0,52028878000000.0,55755815000000.0,19479659000000.0,2158433000000.0,1606174000000.0,1391090000000.0,1391090000000.0,3950212000000.0,1488993000000.0,
29,5380,Hyundai_Motor,Transportation,2023,Q1,25023564000000.0,59646660000000.0,84670224000000.0,23166461000000.0,5737382000000.0,28903843000000.0,51669193000000.0,55766381000000.0,18419852000000.0,1218398000000.0,1928203000000.0,1575249000000.0,1575249000000.0,,1488993000000.0,
30,5380,Hyundai_Motor,Transportation,2023,Q2,24096799000000.0,61387985000000.0,85484784000000.0,20711825000000.0,5809261000000.0,26521086000000.0,54796539000000.0,58963698000000.0,20773227000000.0,1846886000000.0,3723515000000.0,3125043000000.0,3125043000000.0,,1488993000000.0,
31,5380,Hyundai_Motor,Transportation,2023,Q3,22497737000000.0,62232201000000.0,84729938000000.0,18663163000000.0,5713994000000.0,24377157000000.0,56182722000000.0,60352781000000.0,17979144000000.0,1308495000000.0,2260148000000.0,1774447000000.0,1774447000000.0,1781970000000.0,1488993000000.0,
32,5380,Hyundai_Motor,Transportation,2023,Q4,21797281000000.0,63267354000000.0,85064635000000.0,18594079000000.0,5683387000000.0,24277466000000.0,56425494000000.0,60787169000000.0,20861535000000.0,2297192000000.0,1763336000000.0,868264000000.0,868264000000.0,5338777000000.0,1488993000000.0,
33,5380,Hyundai_Motor,Transportation,2024,Q1,22939222000000.0,64934548000000.0,87873770000000.0,19326101000000.0,5820714000000.0,25146815000000.0,58231340000000.0,62726955000000.0,18418828000000.0,1551568000000.0,5047551000000.0,4315783000000.0,4315783000000.0,4154396000000.0,1488993000000.0,
34,5380,Hyundai_Motor,Transportation,2024,Q2,22902322000000.0,67283389000000.0,90185711000000.0,19118856000000.0,5930980000000.0,25049836000000.0,60699933000000.0,65135875000000.0,21269098000000.0,2268110000000.0,3682913000000.0,2994353000000.0,2994353000000.0,2933829000000.0,1488993000000.0,
35,5380,Hyundai_Motor,Transportation,2024,Q3,20928711000000.0,68267934000000.0,89196645000000.0,16776146000000.0,5907361000000.0,22683507000000.0,61192245000000.0,66513138000000.0,18866363000000.0,1349024000000.0,1310516000000.0,1018082000000.0,1018082000000.0,1424295000000.0,1488993000000.0,
0,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2015,Q4,13387654798000.0,16797125936000.0,30184780734000.0,11886590832000.0,5926401075000.0,17812991907000.0,11386949278000.0,12371788827000.0,24472344053000.0,-1676389488000.0,-2080596052000.0,-1548057324000.0,-1548057324000.0,,,
1,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2016,Q1,13306516787000.0,16626556232000.0,29933073019000.0,11483476647000.0,5677722682000.0,17161199329000.0,11776303512000.0,12771873690000.0,5554388789000.0,101316276000.0,463455583000.0,394604234000.0,394604234000.0,,380000000000.0,
2,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2016,Q2,13016849305000.0,17370185785000.0,30387035090000.0,10559390707000.0,5811359041000.0,16370749748000.0,11873746630000.0,14016285342000.0,5086464378000.0,110350429000.0,108107134000.0,78641067000.0,78641067000.0,,380000000000.0,
3,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2016,Q3,12196890352000.0,17045639079000.0,29242529431000.0,10518656024000.0,4537055023000.0,15055711047000.0,12043615746000.0,14186818384000.0,4353496969000.0,90871577000.0,205505325000.0,154386420000.0,154386420000.0,,380000000000.0,
4,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2016,Q4,12372120461000.0,17194768745000.0,29566889206000.0,11882223893000.0,3865128226000.0,15747352119000.0,11714089790000.0,13819537087000.0,4547071686000.0,76614642000.0,-385935152000.0,-342718748000.0,-342718748000.0,,,
5,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2017,Q1,9459021036000.0,12822847244000.0,29337413940000.0,16368789472000.0,2116832564000.0,22641363176000.0,11914569244000.0,6696050764000.0,2809249099000.0,62871251000.0,204402029000.0,212025539000.0,212025539000.0,,380000000000.0,
6,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2017,Q2,8766759397000.0,12674585589000.0,21441344986000.0,8803988065000.0,1609667877000.0,10413655942000.0,16396206705000.0,11027689044000.0,2825563544000.0,67322787000.0,-118383507000.0,4353434861000.0,4353434861000.0,,283327130000.0,
7,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2017,Q3,8107219448000.0,12434139426000.0,20541358874000.0,7946813899000.0,1563644913000.0,9510458812000.0,16403275921000.0,11030900062000.0,2092839109000.0,42740077000.0,7211663000.0,8446838000.0,8446838000.0,,283327130000.0,
8,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2017,Q4,8552688501000.0,11377526569000.0,19930215070000.0,7606239612000.0,1828600708000.0,9434840320000.0,15925512111000.0,10495374750000.0,2378187193000.0,-159068832000.0,-562923521000.0,-481446929000.0,-481446929000.0,,283327130000.0,
9,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2018,Q1,8766245736000.0,11178934148000.0,19945179884000.0,6454500838000.0,1765096698000.0,8219597536000.0,16290590407000.0,11725582348000.0,1836999507000.0,-78117728000.0,-41361329000.0,18694350000.0,18694350000.0,,345827130000.0,
10,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2018,Q2,7992558780000.0,11130269688000.0,19122828468000.0,5812422070000.0,1669780016000.0,7482202086000.0,16265116624000.0,11640626382000.0,1953460233000.0,-121383425000.0,-134605976000.0,-87593636000.0,-87593636000.0,,345827130000.0,
11,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2018,Q3,7904679058000.0,10955134499000.0,18859813557000.0,5632974737000.0,1588605826000.0,7221580563000.0,16263303613000.0,11638232994000.0,2036799247000.0,51690367000.0,3408123000.0,3376154000.0,3376154000.0,,345827130000.0,
12,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2018,Q4,8499955820000.0,11177995170000.0,19677950990000.0,6582155991000.0,1697257075000.0,8279413066000.0,15863005261000.0,11398537924000.0,2239442734000.0,-185934736000.0,-359252336000.0,-285595779000.0,-285595779000.0,,353865580000.0,
13,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2019,Q1,8492249171000.0,11042238493000.0,19534487664000.0,6136467365000.0,1992982290000.0,8129449655000.0,15878098276000.0,11405038009000.0,1848205880000.0,10662901000.0,11085722000.0,9981105000.0,9981105000.0,,353865580000.0,
14,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2019,Q2,1410299651000.0,9898050201000.0,11308349852000.0,351222098000.0,62428218000.0,413650316000.0,16534184381000.0,10894699536000.0,1433614330000.0,35542588000.0,64088706000.0,-51672147000.0,-51672147000.0,,353865580000.0,
15,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2019,Q3,1429307799000.0,9874529216000.0,11303837015000.0,345780927000.0,74095650000.0,419876577000.0,16523826444000.0,10883960438000.0,26825594000.0,-16017442000.0,-19244846000.0,-10405210000.0,-10405210000.0,,353865580000.0,
16,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2019,Q4,1425352407000.0,9847182282000.0,11272534689000.0,362235159000.0,48608548000.0,410843707000.0,16487071230000.0,10861690982000.0,48182965000.0,-5583254000.0,1111475000.0,-22561559000.0,-22561559000.0,,353865580000.0,
17,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2020,Q1,1340440752000.0,9840087190000.0,11180527942000.0,190654182000.0,55965177000.0,246619359000.0,16600667208000.0,10933908583000.0,61534032000.0,,,,,,353865580000.0,
18,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2020,Q2,1378279919000.0,9794773293000.0,11173053212000.0,188170938000.0,57919983000.0,246090921000.0,,10926962291000.0,31394584000.0,-21291524000.0,-17897303000.0,,,,353865580000.0,
19,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2020,Q3,1418486815000.0,9757076604000.0,11175563419000.0,187160140000.0,78671319000.0,265831459000.0,16566579491000.0,10909731960000.0,40713484000.0,-11745019000.0,-26358837000.0,,,,353865580000.0,
20,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2020,Q4,1422140736000.0,9476642932000.0,10898783668000.0,204371746000.0,143897153000.0,348268899000.0,16154810967000.0,10550514769000.0,38741251000.0,-4145739000.0,78735059000.0,-373003928000.0,-373003928000.0,,353865580000.0,
21,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2021,Q1,1424137544000.0,9509215268000.0,10933352812000.0,195044209000.0,159876496000.0,354920705000.0,16144989044000.0,10578432107000.0,39083919000.0,1711257000.0,-15357421000.0,-11258508000.0,-11258508000.0,,353865580000.0,
22,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2021,Q2,1433410808000.0,9555583756000.0,10988994564000.0,197247714000.0,157707122000.0,354954836000.0,16162022780000.0,10634039728000.0,39601042000.0,-4340219000.0,18459507000.0,16563005000.0,16563005000.0,,353865580000.0,
23,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2021,Q3,1579719566000.0,9505125271000.0,11084844837000.0,201766058000.0,177662662000.0,379428720000.0,16260107001000.0,10705416117000.0,36732308000.0,-2021281000.0,111942515000.0,97481819000.0,97481819000.0,,353865580000.0,
24,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2021,Q4,1840381425000.0,9268756933000.0,11109138358000.0,221237071000.0,110885359000.0,332122430000.0,16352611450000.0,10777015928000.0,80420241000.0,19701564000.0,,93634524000.0,93634524000.0,,353865580000.0,
25,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2022,Q1,1856263767000.0,9307104203000.0,11163367970000.0,208402633000.0,116241822000.0,324644455000.0,16411006524000.0,10838723515000.0,46052191000.0,5647127000.0,72453250000.0,57351506000.0,57351506000.0,,353865580000.0,
26,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2022,Q2,2050674564000.0,9159580996000.0,11210255560000.0,215794971000.0,114312103000.0,330107074000.0,16468200975000.0,10880148486000.0,38861807000.0,-7107919000.0,74322399000.0,57772380000.0,57772380000.0,,353865580000.0,
27,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2022,Q3,2087178450000.0,9111342591000.0,11198521041000.0,219455578000.0,92741203000.0,312196781000.0,16493243956000.0,10886324260000.0,42855820000.0,-6202823000.0,7726521000.0,22350269000.0,22350269000.0,,353865580000.0,
28,9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2022,Q4,2118469806000.0,9311699900000.0,11430169706000.0,258944569000.0,46736416000.0,305680985000.0,16733165095000.0,11124488721000.0,52730653000.0,-10621398000.0,167038533000.0,237996771000.0,237996771000.0,,353865580000.0,
