,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,비유동자산변화율,영업이익변화율,Relative Return,1인평균급여변화율,특정 증권 등 소유 증감 수변화율,전체 주식 수변화율,주주 수변화율,Label,Code
14,Hyundai_Merchant_Marine,Transportation,2021,Q1,-0.2850045410781934,0.020379376288807816,-0.032132816333917846,-0.08118667634863908,-0.8103673541077097,0.6052897053976052,-0.2758327322180807,-0.4676599081880104,0.3098845406997931,-0.02423700356640568,0.8807374796460786,011200
15,Hyundai_WIA,Industrials_&_Machinery,2021,Q1,-0.006577641435805193,-0.008160634394564159,0.1302586523174758,0.036350692865110945,20.015907844212837,0.04135008363655157,0.05879645245190879,-0.19865356243963173,0.2848722973881843,0.08312212058011392,0.3337028020007967,011210
14,Hanwha_Aerospace,Industrials_&_Machinery,2021,Q1,-0.03843617101419361,-0.05572026705194788,-0.08456037642207304,-0.06499084479458195,1.9387776376590944,-0.14609086957167877,0.22152139167615137,0.08679229070700811,0.4940833341401777,0.054302387367159644,0.3497155920776204,012450
14,Dongwon_Systems,Industrials_&_Machinery,2021,Q1,0.010276431142952402,0.03854123724247438,0.0001980964944598984,0.00038691309428695586,0.06903801262249332,0.26519445401765573,0.23570029622646804,-0.04092858627022289,0.35144913450613513,0.1289352113149882,0.27839546771261564,014820
14,Hyundai_Elevator,Industrials_&_Machinery,2021,Q1,0.01194001390924182,0.05342071549456273,-0.07165636949007181,-0.03817959715017882,0.36723528967449437,-0.2671686680279764,0.0510942318061256,-0.015301789491167339,0.2919182485709534,0.29011106670583997,0.08373866698450379,017800
14,Samsung_Engineering,Industrials_&_Machinery,2021,Q1,-0.05382195444698179,-0.048333029099283165,-0.02970586573837264,-0.0011796613124759325,-0.3090132373985861,-0.0012694350677230348,0.1437509425838841,-0.37977907713626724,0.2960400355402636,0.2760088393751795,-0.016882106609357093,028050
14,Sejong_Industrial,Industrials_&_Machinery,2021,Q1,-0.011777570962604456,-0.005969370434041554,-0.2566454490879915,-0.025184318105678782,11.665719607338207,-0.2593557678459989,-0.11079740075381572,-0.1063085038863445,0.1511673924407525,0.1753497614109969,-0.09038246417211239,033530
14,Muhak,Agriculture_&_Food,2021,Q1,0.017072125335058308,0.01730222639915846,0.7253015050422221,-0.13474442132469733,0.14765209631456455,-0.15765302375428086,0.16392798481822168,0.0,0.40012102635295466,-0.09822945899906266,-0.10735397499115004,033920
14,Doosan_Heavy_Industries,Industrials_&_Machinery,2021,Q1,-0.03162883599248523,1.1160859857687895,-0.137187193337309,-0.005469100949089034,1.2466719999452502,-0.16854793770823312,0.023377510629398857,0.02308858276103165,0.1477750588801342,0.1594985673827679,-0.10960598539640581,034020
14,Farmsco,Agriculture_&_Food,2021,Q1,-0.0393788473012151,-0.05651625344003741,-0.08421725590664098,-0.010330511602304027,-0.7126019568685471,-0.2509436056838368,0.10795548249538844,-0.11673422725635718,0.34231105536226614,0.05240357750233915,0.36735558408215657,036580
14,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2021,Q1,0.06054029009108708,0.3824000341489494,0.0586843257844587,-0.01577509627064,0.0937928549253636,-0.10833576162115977,0.25095669625675654,-0.27414149078356465,0.06435831528118285,0.15442863021738484,-0.02891598604293734,042660
14,Doosan_Infracore,Industrials_&_Machinery,2021,Q1,-0.04141894722693329,-0.3127344068884308,-0.11725961674292473,-0.005518593378445402,15.26788165229721,-0.3620280073932385,-0.04770997391759857,-0.21250243886108122,0.2260512647651488,0.19162097303844328,0.3626178716738104,042670
14,Korea_Aerospace_Industries,Industrials_&_Machinery,2021,Q1,0.004292249019204997,0.008487758966795544,0.00398259793498934,0.008861986233486774,2.201055310747539,-0.1403104888007199,0.09226214976832392,-0.5248158955918023,0.2868343253327804,-0.08390484828227862,0.34247473182535815,047810
14,Dongwon_F&B,Agriculture_&_Food,2021,Q1,-0.016228943544642993,0.5600527866922826,-0.0001781130810678544,-0.020057537353956212,-2.4161925510661666,-0.22251569733053211,0.15228242741600617,-0.022279607047632544,-0.015347974211066262,0.36835171598879357,0.006867114027978641,049770
14,Hyundai_Rotem,Industrials_&_Machinery,2021,Q1,-0.014278783007643625,0.1014981334314875,0.0040782906330932844,-0.001621561013462447,1.8547738466185175,-0.1616522044099514,0.07587410061718647,-0.08054739957609791,-0.038077056441375046,-0.07091908687686166,0.09397291435802342,064350
15,S&T_Motiv,Industrials_&_Machinery,2021,Q1,-0.0351659341835,-0.025721105464644012,-0.008769608206044,-0.06628516093495995,0.0709985833475506,-0.31264890829349806,0.08245042477844922,-0.011751520813168215,0.20526750034386176,-0.30889544142773007,0.18142197589411752,064960
14,Doosan_Engine,Industrials_&_Machinery,2021,Q1,-0.10616166878540967,-0.20173632035092837,-0.27609665179654885,0.003662387504770548,3.842828465565262,0.4527181742850268,0.28982055165380083,-0.046910149917356536,0.18111741233614875,0.4578531828009328,0.025513450207623162,082740
14,HHI_Heavy_Industries,Industrials_&_Machinery,2021,Q1,0.1279453713586628,-0.03384340077122783,-0.005511198617003332,-0.03778196745423679,-1.4173228346456694,-0.37099505846834036,0.19750572812775913,0.063801167990574,0.32055434067774125,0.3296200839143226,-0.06422896330694149,097230
14,Samyang_Foods,Agriculture_&_Food,2021,Q1,-0.034286027257209195,-0.07612192320540334,0.2179140942144392,-0.04014610575105437,15.01373182552504,-0.16299070713311212,0.041884085377721814,0.0,0.19469717118480656,0.03355633297321359,-0.12449104878679079,145990
