,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동자산변화율,Relative Return,전체 주식 수변화율,전체 주주 수변화율,특정 증권 등 소유 비율변화율,특정 증권 등 소유 수변화율,보유 주식 수변화율,1인평균급여변화율,Label,Code
31,Muhak,음식료·담배,2016,Q4,-0.02348317946761269,-0.014050751330804356,-0.0407633943235437,-0.0676121137103429,0.013488354962412852,0.02068316291547667,-0.0401557649017279,-0.0401557649017279,0.0009707565205010482,0.08707382915068529,-0.017012914923217364,033920
31,Farmsco,음식료·담배,2016,Q4,0.022748098959007645,0.026788754910775814,-0.006434146787518635,-0.020263177472517775,0.0014772632001042174,0.028400254040252926,0.0,0.1762770273665618,-0.5075519595138429,-0.20635843423031286,-0.1079873140872717,036580
31,Daewoo_E&C,건설,2016,Q4,0.2483487058687769,1.7829876398205289,-0.04649327031831718,0.07252370330022873,0.035367362786425494,0.13425690711281568,0.0,0.3775857579920343,0.35525632704409593,0.11351166785493783,-0.20817670802666563,047040
31,Dongwon_F&B,음식료·담배,2016,Q4,0.007289306214766089,-0.21527920879021467,0.004594730123672397,-0.2486660517494632,-0.4865232109519453,-0.13482707130679472,-0.6609399788600889,-0.7223266955856462,-0.5448779380439099,-0.6031259157455247,-0.12387252465382821,049770
31,KEPCO_KPS,건설,2016,Q4,-0.015740647342912917,-0.0159261302686724,-0.05077247284535913,-0.1700536473849389,-0.016545366201134337,-0.015467773780728944,-0.013942161082594717,-0.013941266466154678,-0.19500676859886523,-0.3971793608495593,-0.06095448580444342,051600
31,HHI_Heavy_Industries,건설,2016,Q4,0.19887258250730777,-2.2529688862189468,0.13946812525043473,0.019496925186050715,-0.10818804139200489,-0.1021329478134716,-0.7253068552011142,-0.6560069778067386,-0.11171042151442223,-0.02219269321438677,-0.21013729636098094,097230
31,CJ_CheilJedang,음식료·담배,2016,Q4,-0.008911252473925657,-0.006632761320590985,-0.07689402240499743,-0.11437701481216157,-0.08169703546447105,-0.07835853894139944,-0.0665896831380246,-0.06657576762672823,-0.7889551107364821,-0.44804932589911406,-0.026483324670594697,097950
31,Poongsan,금속,2016,Q4,0.015324534466947703,0.05180458230385965,0.03996698587584724,0.10217076778936617,-0.007173152574461827,-0.020505281168961886,-0.04298775380497388,-0.04300269964741554,-0.24112701565437455,-0.15080888386724878,0.1910040725329809,103140
31,Korea_Steel,금속,2016,Q4,-0.010934955326329376,-0.05124966156687605,0.0032867340458127003,0.06521586827142863,-0.014712209306367852,-0.02584006796962668,0.0,0.0,0.6191122287815575,0.013281395034459798,-0.10699917179478158,104700
31,Samyang_Foods,음식료·담배,2016,Q4,0.006536482593962556,0.14639102601082232,0.03617865082460592,0.026343483783825006,-0.0069806136977781374,0.030395471437932864,0.0,0.0,-0.3084701740707314,-0.15900839363962072,0.022463535875773388,145990
