종목명,CODE,YEAR,QUARTER,공시일,시가,종가,수익률,LLM 예측,판단
한국단자,025540,2021,Q1,2021-05-17,83100,90700,0.0915,up,true
한국단자,025540,2021,Q2,2021-08-13,91600,70000,-0.2358,up,false
한국단자,025540,2021,Q3,2021-11-15,70100,56900,-0.1883,,excluded
한국단자,025540,2021,Q4,2022-03-17,57900,65500,0.1313,,excluded
한국단자,025540,2022,Q1,2022-05-16,66500,57700,-0.1323,,excluded
한국단자,025540,2022,Q2,2022-08-16,58600,57800,-0.0137,,excluded
한국단자,025540,2022,Q3,2022-11-14,58200,55700,-0.043,,excluded
한국단자,025540,2022,Q4,2023-03-23,55700,66200,0.1885,,excluded
한국단자,025540,2023,Q1,2023-05-15,66400,56800,-0.1446,irrelevant,excluded
한국단자,025540,2023,Q2,2023-08-14,57400,69800,0.216,irrelevant,excluded
한국단자,025540,2023,Q3,2023-11-14,69700,63000,-0.0961,,excluded
한국단자,025540,2023,Q4,2024-03-21,63000,62200,-0.0127,,excluded
한국단자,025540,2024,Q1,2024-05-16,62200,63400,0.0193,irrelevant,excluded
한국단자,025540,2024,Q2,2024-08-14,63800,74500,0.1677,irrelevant,excluded
한국단자,025540,2024,Q3,2024-11-14,75300,67300,-0.1062,,excluded
대우인터내셔널,047050,2016,Q1,2016-05-16,23650,22350,-0.055,,excluded
대우인터내셔널,047050,2016,Q2,2016-08-12,22700,23900,0.0529,,excluded
대우인터내셔널,047050,2016,Q3,2016-11-10,24500,22700,-0.0735,,excluded
대우인터내셔널,047050,2016,Q4,2017-03-31,23200,23600,0.0172,,excluded
대우인터내셔널,047050,2017,Q1,2017-05-15,23600,22900,-0.0297,,excluded
대우인터내셔널,047050,2017,Q2,2017-08-14,23150,19600,-0.1533,,excluded
대우인터내셔널,047050,2017,Q3,2017-11-14,19650,22950,0.1679,,excluded
대우인터내셔널,047050,2017,Q4,2018-03-30,23150,25250,0.0907,,excluded
대우인터내셔널,047050,2018,Q1,2018-05-15,26200,17700,-0.3244,irrelevant,excluded
대우인터내셔널,047050,2018,Q2,2018-08-14,17800,19550,0.0983,,excluded
대우인터내셔널,047050,2018,Q3,2018-11-14,19300,17750,-0.0803,,excluded
대우인터내셔널,047050,2018,Q4,2019-04-01,17900,17350,-0.0307,irrelevant,excluded
대우인터내셔널,047050,2019,Q1,2019-05-15,17350,17450,0.0058,irrelevant,excluded
대우인터내셔널,047050,2019,Q2,2019-08-14,17650,18850,0.068,irrelevant,excluded
대우인터내셔널,047050,2019,Q3,2019-11-14,18900,10800,-0.4286,irrelevant,excluded
대우인터내셔널,047050,2019,Q4,2020-03-30,10350,13650,0.3188,irrelevant,excluded
대우인터내셔널,047050,2020,Q1,2020-05-15,13850,14600,0.0542,irrelevant,excluded
대우인터내셔널,047050,2020,Q2,2020-08-13,14700,14000,-0.0476,,excluded
대우인터내셔널,047050,2020,Q3,2020-11-16,14100,21500,0.5248,irrelevant,excluded
대우인터내셔널,047050,2020,Q4,2021-03-05,21000,21250,0.0119,irrelevant,excluded
대우인터내셔널,047050,2021,Q1,2021-05-14,21800,23800,0.0917,irrelevant,excluded
대우인터내셔널,047050,2021,Q2,2021-08-13,24100,19950,-0.1722,irrelevant,excluded
대우인터내셔널,047050,2021,Q3,2021-11-12,19950,21950,0.1003,irrelevant,excluded
대우인터내셔널,047050,2021,Q4,2022-03-14,21950,23350,0.0638,irrelevant,excluded
대우인터내셔널,047050,2022,Q1,2022-05-13,23600,24650,0.0445,irrelevant,excluded
대우인터내셔널,047050,2022,Q2,2022-08-16,24350,22800,-0.0637,irrelevant,excluded
대우인터내셔널,047050,2022,Q3,2022-11-14,22650,22100,-0.0243,irrelevant,excluded
대우인터내셔널,047050,2022,Q4,2023-03-10,21700,27050,0.2465,irrelevant,excluded
대우인터내셔널,047050,2023,Q1,2023-05-15,27450,91000,2.3151,irrelevant,excluded
대우인터내셔널,047050,2023,Q2,2023-08-11,92700,58100,-0.3732,irrelevant,excluded
대우인터내셔널,047050,2023,Q3,2023-11-14,58600,60400,0.0307,irrelevant,excluded
대우인터내셔널,047050,2023,Q4,2024-03-15,59900,46500,-0.2237,irrelevant,excluded
대우인터내셔널,047050,2024,Q1,2024-05-16,47100,49600,0.0531,irrelevant,excluded
대우인터내셔널,047050,2024,Q2,2024-08-14,50600,47500,-0.0613,irrelevant,excluded
