,name,sector,year,quarter,Relative Return,이익잉여금변화율,자본총계변화율,매출액변화율,비유동자산변화율,영업이익변화율,Label,Code
15,Daewoong_Pharmaceutical,Healthcare,2020,Q4,-0.2695119163878903,-0.029029225259213698,-0.022523194957870585,0.029833222557894445,-0.007882488435233759,-0.2952258945170452,0.27769011524639575,069620
15,Hyundai_Department_Store,Consumer_Goods_&_Retail,2020,Q4,-0.10358614361832552,-0.01346985423162006,-0.011504307460145968,-0.1620762283364765,-0.0024907828745572846,-0.613471705817531,0.006523208475455289,069960
15,Able_C&C,Consumer_Goods_&_Retail,2020,Q4,-0.26081910593037394,1.0150629441435755,0.3099322808811058,-0.25044089149554183,0.34985339027200324,-0.1035775880349421,-0.26788879284961215,078520
15,Hyundai_Livart,Consumer_Goods_&_Retail,2020,Q4,-0.16049000850450232,-0.003771094776329198,-0.002733498551347857,-0.05758164921659481,-0.011703721411910895,0.6406031060886772,-0.25404895159578644,079430
15,Huvepharma,Healthcare,2020,Q4,0.04767723472165533,-0.29187348481812236,-0.14156118199289724,-0.2635357575574706,0.217734152794967,23.06616041878443,-0.1758287762875113,079980
15,Doosan_Engine,Industrials_&_Machinery,2020,Q4,-0.11369932356193052,0.04985239697227606,-0.008627420259814444,0.08158063307461771,-0.019291986894650837,-0.695528170419569,0.4527181742850268,082740
15,Basic_House,Consumer_Goods_&_Retail,2020,Q4,-0.12219584710303348,-0.11284221522749616,0.00694693923509937,-0.5499552224520052,-0.04011338914944229,1.3825957879080475,-0.2092894140670703,084870
15,Amorepacific,Consumer_Goods_&_Retail,2020,Q4,-0.09304132815259616,0.013521089529572206,0.01162555960958056,0.07574663628727718,0.0121166216192643,2.1027585919369454,-0.012480614747280877,090430
15,LF_Corp,Consumer_Goods_&_Retail,2020,Q4,-0.012396166862273586,-0.02285601017823735,-0.01832945747151027,-0.4250584608357104,-0.0450584706425361,-12.566237550772657,-0.1763112527426603,093050
15,HHI_Heavy_Industries,Industrials_&_Machinery,2020,Q4,0.3468212148027303,-0.024762346199224572,0.08648015258687791,0.15239869724002697,0.012019002124264211,1.2343964527673366,-0.37099505846834036,097230
15,CJ_CheilJedang,Consumer_Goods_&_Retail,2020,Q4,0.09314485803359002,0.04138685061726166,0.02694003455050331,0.13587701927039508,0.011257868188261355,0.8841145161786608,-0.2938560582754929,097950
15,Hansea,Consumer_Goods_&_Retail,2020,Q4,0.6131198092881621,-0.013982550745647693,-0.011247739407167057,0.36989512834412264,0.10770168114013834,0.9250621218678362,-0.27953997439892053,105630
15,Youngone_Corporation,Consumer_Goods_&_Retail,2020,Q4,-0.004632683751810307,0.027448169206393036,0.06015913095462522,0.4039924112383758,0.07300777275284764,0.5429898433475852,-0.14491290392945078,111770
15,Lock_&_Lock,Consumer_Goods_&_Retail,2020,Q4,-0.1287271512288381,0.058857370832248845,0.0010400858857350093,0.11501231248277122,0.01002810882153471,0.8761698300843493,-0.3216360188465424,115390
15,Hanmi_Pharmaceutical,Healthcare,2020,Q4,0.023296045833575307,-0.16777872398754612,-0.03626203303420117,0.07641710782558586,0.0016905136797495945,1.8308189919555513,0.0977661064338195,128940
15,Emart,Consumer_Goods_&_Retail,2020,Q4,0.2418643322247623,0.00028819365189070023,-0.01785798183754972,0.05417450923621292,-0.0104434512807281,0.39763641867592725,-0.17505074854097963,139480
15,KOLMAR_Korea,Healthcare,2020,Q4,0.006958671847403841,-0.27942071151702796,-0.1489101987066932,0.31566569720496074,0.025623011399328655,0.9362421582066265,-0.16842355220790092,161890
15,Dong-A_ST,Consumer_Goods_&_Retail,2020,Q4,-0.029946274471157663,0.11626080350047174,0.04311926704125868,0.11921011913852197,-0.030627728957316247,3.4158743268990492,-0.31862385961609946,170900
15,Jongkundang,Consumer_Goods_&_Retail,2020,Q4,0.41609483683748194,-0.04028401429718076,-0.013571556048450173,0.05713390752479541,-0.043196300389096276,0.6764435324388038,0.15618979649415798,185750
15,COSMAX,Healthcare,2020,Q4,0.08702862006081855,0.3372835598578001,0.19060272264061484,-0.0594220581977325,0.0703873702053539,-0.5142007989653805,-0.4067572005114981,192820
