code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,당기손익-공정가치측정금융자산
004700,Chokwang_Leather,섬유·의류,2021,Q1,"103,402,916,130","263,672,391,369","367,075,307,499","16,117,284,593","19,052,667,802","35,169,952,395","34,245,690,000","234,955,202,526","331,905,355,104",26276011349,4479901078,5726849410,4407498530,4407498530,,
004700,Chokwang_Leather,섬유·의류,2021,Q2,"97,171,713,892","290,181,302,199","387,353,016,091","12,597,728,899","23,746,839,090","36,344,567,989","34,245,690,000","238,389,195,285","351,008,448,102",26476403182,3259116953,4411150244,3433992759,3433992759,,
004700,Chokwang_Leather,섬유·의류,2021,Q3,"91,807,604,138","301,747,890,569","393,555,494,707","12,942,438,803","24,309,497,311","37,251,936,114","34,245,690,000","241,319,255,100","356,303,558,593",28769950412,3050962633,3819736164,2930059815,2930059815,,
004700,Chokwang_Leather,섬유·의류,2021,Q4,"84,580,230,235","356,330,329,539","440,910,559,774","12,488,603,080","51,440,341,239","63,928,944,319","34,245,690,000","241,800,049,269","376,981,615,455",22726183641,158451102,548460948,432490890,432490890,,
004700,Chokwang_Leather,섬유·의류,2022,Q1,"82,211,752,358","381,498,608,056","463,710,360,414","9,925,145,073","57,461,839,278","67,386,984,351","34,245,690,000","243,133,753,704","396,323,376,063",23553402253,-215004319,413192250,420228841,420228841,,
004700,Chokwang_Leather,섬유·의류,2022,Q2,"80,639,657,772","341,195,134,615","421,834,792,387","6,782,615,314","49,498,274,033","56,280,889,347","34,245,690,000","245,703,336,043","365,553,903,040",26946096455,-732935187,673451391,2464184790,2464184790,,
004700,Chokwang_Leather,섬유·의류,2022,Q3,"86,225,878,957","362,163,079,616","448,388,958,573","10,866,686,083","56,443,883,828","67,310,569,911","34,245,690,000","246,352,499,758","381,078,388,662",33578054511,-457690639,824287790,690027360,690027360,,
004700,Chokwang_Leather,섬유·의류,2022,Q4,"91,336,630,037","350,698,245,844","442,034,875,881","14,246,771,822","49,747,823,723","63,994,595,545","34,245,690,000","248,825,274,417","378,040,280,336",37928230007,1913153699,2340848098,2486836462,2486836462,,
004700,Chokwang_Leather,섬유·의류,2023,Q1,"89,246,666,322","377,994,087,507","467,240,753,829","11,921,857,943","55,382,961,031","67,304,818,974","34,245,690,000","251,353,814,442","399,935,934,855",36513979309,2042923799,3058224263,2528540025,2528540025,,
004700,Chokwang_Leather,섬유·의류,2023,Q2,"94,080,019,342","407,003,014,699","501,083,034,041","11,415,099,425","62,522,016,793","73,937,116,218","34,245,690,000","253,884,203,274","427,145,917,823",33672476723,1268343208,3235811335,2284278781,2284278781,,
004700,Chokwang_Leather,섬유·의류,2023,Q3,"98,480,466,518","410,167,028,980","508,647,495,498","11,302,748,909","64,065,616,797","75,368,365,706","34,245,690,000","257,864,232,652","433,279,129,792",30907594733,2849608040,3987710110,3155098207,3155098207,6133211969,
004700,Chokwang_Leather,섬유·의류,2023,Q4,"99,554,474,620","404,945,911,050","504,500,385,670","29,596,517,531","40,193,717,128","69,790,234,659","34,245,690,000","260,472,866,080","434,710,151,011",25472958434,183294314,1288099863,1077884543,1077884543,50536658706,
004700,Chokwang_Leather,섬유·의류,2024,Q1,"111,380,679,674","440,637,030,737","552,017,710,411","34,713,010,629","48,278,440,345","82,991,450,974","34,245,690,000","266,111,312,240","469,026,259,437",25080093557,2998707572,4993176761,4056903723,4056903723,34316108426,
004700,Chokwang_Leather,섬유·의류,2024,Q2,"111,203,402,812","459,412,692,780","570,616,095,592","32,706,792,548","51,864,102,347","84,570,894,895","34,245,690,000","268,477,480,113","486,045,200,697",23076446136,1763674234,4456937952,3619877889,3619877889,17018941260,"817,392,075"
004700,Chokwang_Leather,섬유·의류,2024,Q3,"108,901,946,585","482,660,619,574","591,562,566,159","30,530,527,982","56,380,157,865","86,910,685,847","34,245,690,000","269,270,126,581","504,651,880,312",18275772967,91405489,896764247,761007616,761007616,18606679615,0
