,name,sector,year,quarter,자본총계변화율,매출액변화율,영업이익변화율,이익잉여금변화율,비유동부채변화율,Relative Return,특정 증권 등 소유 증감 수변화율,전체 주주 수변화율,특정 증권 등 소유 증감 비율변화율,특정 증권 등 소유 수변화율,Label,Code
14,UNID,화학,2021,Q1,-0.006070100429253378,-0.26462005616085116,-5.57027891357226,-0.0010007866346413152,0.07182707237962971,-0.18384514763569404,0.07834494702567918,-1.1441889996320036,0.07837565199824159,0.0704468958483222,0.334020350278424,014830
14,Namhae_Chemical,화학,2021,Q1,0.002034828325630622,-0.42877850261832684,1.6378104211289128,0.0025233437738970688,0.07571950889009338,-0.2535261240212451,0.0,0.2899363490839595,0.0,0.0,0.01746124578859312,025860
14,LG_Household & Health Care,화학,2021,Q1,-0.003813057357439531,-0.18528568661721767,-0.9929714523731434,-0.004035692883079589,0.07813193156969489,-0.14379154382816667,0.05117239587495137,-2.1917849797797064,0.051169782210507386,0.051170776674631324,-0.08676825266743288,051900
14,LG_Chem,화학,2021,Q1,-0.017984313972849275,0.06672893512945499,-4.086740346420948,-0.01885478726211054,-0.26408944209288054,-0.027342859415180054,0.003327708399411655,0.0784374655311102,0.0,-0.14333903671092108,-0.1173969224535095,051910
14,Huchems,화학,2021,Q1,0.021115060670720998,-0.1607153584293608,0.055443121883868796,0.031786842653877545,0.0035760800651873925,-0.044427648237028244,0.16461821782723252,-0.09273283176786151,0.1646012032024824,0.06257276356621067,-0.22710970672459768,069260
14,Kumho_Tire,화학,2021,Q1,0.02151215657784733,0.042106754804392965,2.4700961831383994,-0.017903977944455418,-0.014449557895814147,-0.27915742997324244,-0.10050660641918263,-0.6327281559220816,0.0,-0.10050660641918263,-0.028836551308585097,073240
14,Able_C&C,화학,2021,Q1,0.020170719794071812,0.12200114956988883,0.5023890153693319,-3.026421432804826,0.11618782951461648,-0.26788879284961215,-0.671074692503357,0.2054489332087419,-0.6710746925033575,-0.671074692503357,-0.07091883876902381,078520
14,Huvepharma,화학,2021,Q1,0.009866378118108643,0.05126206135047506,2.4150278323883274,0.018626094362616197,-0.07679643597725305,-0.1758287762875113,0.2192983066626082,0.6373516572970661,0.2192983066626084,0.2192983066626082,0.006030696561436691,079980
14,Amorepacific,화학,2021,Q1,-0.012308466800611706,-0.2940359262074037,3.6655085762259945,-0.0144297559054547,0.01353228692042241,-0.012480614747280877,0.007498226303729871,-0.40753395733741415,0.0,0.07447757298711732,0.18624473544340386,090430
14,Huvis,화학,2021,Q1,-0.025415288924421242,-0.03439533323998578,0.07783326886685016,-0.04634512730213425,0.06639841995859641,-0.008385629957785606,0.0666326706434428,0.29398953034761865,-0.0882318958342716,-0.007498460506819127,-0.1942252220726079,093370
14,SK_Innovation,화학,2021,Q1,0.01467793477260626,-3.337350202621823,3.236709712877153,0.023522908275130594,-0.3244779005360343,0.09994562177400446,-0.056088754057528334,-0.4310912756907548,-0.07526279938133174,-0.057025767454783605,0.01325082940045351,096770
14,LG_Hausys,화학,2021,Q1,-0.03426907727135342,0.07440668904058767,-1.8490826840914805,-0.183418440377356,0.004141448851616936,0.10883091270495482,0.06217398466177826,-0.18545010564973707,0.0722017772379775,0.028987090900147172,0.014479580735083708,108670
14,Lock_&_Lock,화학,2021,Q1,0.03360019771009093,-0.08205358480964131,-4.463382987509258,0.01802706146864419,0.07005827417850585,-0.3216360188465424,0.03203516149660257,0.14639303763321165,0.023660508753409637,0.006388423228255724,0.3877216998988746,115390
14,Kolon_Industries,화학,2021,Q1,-0.02118545479583811,0.06311029958183534,-0.0014605564566660956,-0.013786572279291809,0.0088339924159887,-0.17693044778909991,-0.04301703631516518,-0.25572491188165647,-0.05125684286320742,-0.04301703631516518,0.3823706434337186,120110
14,Hankook_Tire_&_Technology,화학,2021,Q1,0.006976872881646723,-0.012019492555015221,-1.9721023473032582,0.01972317304524218,-0.037064324542297244,-0.03359112121178706,0.0,0.033922172578999876,0.0,0.0,0.2201430405281496,161390
14,KOLMAR_Korea,화학,2021,Q1,-0.008189135806396797,-0.8222273812225489,-19.935798703053507,-0.013725742950276398,0.4252195624355607,-0.16842355220790092,0.4134177749609823,0.1791739922803196,0.43689707261745314,-0.0027357113885009277,0.05552250481386388,161890
14,COSMAX,화학,2021,Q1,-0.08176502922093776,-0.03368768740825767,0.07994416258643078,-0.17669737331093294,0.03351887991391078,-0.4067572005114981,-1.2424707917838789,0.3436247221900225,-1.2502755378481476,-0.08423588539592197,0.15565928838547483,192820
